Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Status,Effective Month,Effective Year,Current Month,Current Year,Associated with Combined Heat and Power System,Sector Name,Sector,Previously Canceled,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Turbines or Hydrokinetic Buoys,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Solid Fuel Gasification System?,Carbon Capture Technology?,Multiple Fuels?,Switch Between Oil and Natural Gas?,Cofire Fuels?
195,Alabama Power Co,3,Barry,AL,Mobile,A3C1,Natural Gas Fired Combined Cycle,CT,G523,S,X,N,,,464,0.85,385,443,U,11,2023,11,2023,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,,
195,Alabama Power Co,3,Barry,AL,Mobile,A3ST,Natural Gas Fired Combined Cycle,CA,G523,S,Y,X,,,310,0.85,300,300,U,11,2023,11,2023,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,N,N,N,,
189,PowerSouth Energy Cooperative,56,Lowman Energy Center,AL,Washington,LEC1,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,459,0.85,394.4,442.5,V,5,2023,5,2023,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,,
189,PowerSouth Energy Cooperative,56,Lowman Energy Center,AL,Washington,LEC2,Natural Gas Fired Combined Cycle,CA,,S,Y,X,,,273.7,0.85,264.5,270.2,V,5,2023,5,2023,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,,
21554,Seminole Electric Cooperative Inc,136,Seminole (FL),FL,Putnam,CT1,Natural Gas Fired Combined Cycle,CT,SCCF,S,X,N,,,384.2,0.85,351,367.6,V,12,2022,10,2022,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
21554,Seminole Electric Cooperative Inc,136,Seminole (FL),FL,Putnam,CT2,Natural Gas Fired Combined Cycle,CT,SCCF,S,X,N,,,384.2,0.85,351,367.6,V,12,2022,10,2022,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
21554,Seminole Electric Cooperative Inc,136,Seminole (FL),FL,Putnam,ST,Natural Gas Fired Combined Cycle,CA,SCCF,S,Y,X,,,414.8,0.85,397.4,394.5,V,12,2022,10,2022,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
54802,Dynegy -Moss Landing LLC,260,Dynegy Moss Landing Power Plant Hybrid,CA,Monterey,BAT3,Batteries,BA,,W,X,X,,,350, ,350,350,L,6,2023,6,2023,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
3989,City of Colorado Springs - (CO),492,Martin Drake,CO,El Paso,A1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,40.6,0.85,27.3,27.3,U,4,2022,1,2023,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
3989,City of Colorado Springs - (CO),492,Martin Drake,CO,El Paso,A2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,40.6,0.85,27.3,27.3,U,4,2022,1,2023,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
3989,City of Colorado Springs - (CO),492,Martin Drake,CO,El Paso,A3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,40.6,0.85,27.3,27.3,U,5,2022,2,2023,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,N,N,Y,Y,N
3989,City of Colorado Springs - (CO),492,Martin Drake,CO,El Paso,A4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,40.6,0.85,27.3,27.3,U,5,2022,2,2023,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
3989,City of Colorado Springs - (CO),492,Martin Drake,CO,El Paso,A5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,40.6,0.85,27.3,27.3,U,6,2022,2,2023,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
3989,City of Colorado Springs - (CO),492,Martin Drake,CO,El Paso,A6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,40.6,0.85,27.3,27.3,U,6,2022,2,2023,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,7GT1,Natural Gas Fired Combined Cycle,CT,DBCC,S,X,N,,,385.6,0.85,385.6,385.6,V,6,2022,6,2022,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,7GT2,Natural Gas Fired Combined Cycle,CT,DBCC,S,X,N,,,385.6,0.85,385.6,385.6,V,6,2022,6,2022,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,ST7,Natural Gas Fired Combined Cycle,CA,DBCC,S,N,X,,,391.8,0.85,391.8,391.8,V,6,2022,6,2022,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,BBST1,Natural Gas Steam Turbine,ST,,S,X,X,,,445.5,0.9,335,335,P,1,2023,1,2023,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,,
7140,Georgia Power Co,649,Vogtle,GA,Burke,3,Nuclear,ST,,J,X,X,,,"1,114.00",0.9,"1,114.00","1,114.00",V,4,2016,3,2023,N,Electric Utility,1,N,NUC,,,,,, ,,,,,,,,N,,N,N,N
7140,Georgia Power Co,649,Vogtle,GA,Burke,4,Nuclear,ST,,J,X,X,,,"1,114.00",0.9,"1,114.00","1,114.00",V,4,2017,12,2023,N,Electric Utility,1,N,NUC,,,,,, ,,,,,,,,N,,N,N,N
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,IC3,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,20,0.9,20,20,P,1,2024,1,2024,N,Electric Utility,1,,NG,,,,,, ,,,,,,,,,,N,N,N
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,IC4,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,20,0.9,20,20,P,1,2024,1,2024,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,IC5,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,20,0.9,20,20,P,1,2024,1,2024,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,IC6,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,20,0.9,20,20,P,1,2024,1,2024,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,IC7,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,20,0.9,20,20,P,1,2024,1,2024,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,N,,N,N,N
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,IC8,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,20,0.9,20,20,P,1,2024,1,2024,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,PV6,Solar Photovoltaic,PV,,W,X,X,,,16,0.9,16,8,P,1,2024,1,2024,N,Electric Utility,1,N,SUN,,,,,, ,,,,,,,,,,,,
3913,City of Colby - (KS),1272,Colby City of,KS,Thomas,10,Petroleum Liquids,IC,,S,N,X,,,3,0.8,3,3,P,12,2023,12,2023,N,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,,
3913,City of Colby - (KS),1272,Colby City of,KS,Thomas,11,Petroleum Liquids,IC,,S,N,X,,,3,0.8,3,3,P,12,2023,12,2023,N,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,,
18137,City of Stockton - (KS),1327,Stockton,KS,Rooks,6,Petroleum Liquids,IC,,S,X,X,,,3.1,0.8,2.8,2.8,U,6,2022,6,2022,N,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,N,N,N,,
14605,City of Peabody - (MA),1678,Waters River,MA,Essex,3,Natural Gas Fired Combustion Turbine,GT,,J,X,X,,,60, ,55,60,P,6,2022,5,2023,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,N,N,Y,Y,N
1871,City of Blooming Prairie - (MN),1966,Blooming Prairie,MN,Steele,8,Petroleum Liquids,IC,,S,X,X,,,1.8, ,1.8,1.8,P,6,2022,6,2022,N,Electric Utility,1,N,DFO,,,,,, ,,,,N,,,,,,N,,
11332,City of Luverne - (MN),1990,Luverne,MN,Rock,5A,Petroleum Liquids,IC,,S,X,X,,,3.1,0.98,3.1,3.1,U,7,2022,7,2022,N,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,,
11332,City of Luverne - (MN),1990,Luverne,MN,Rock,5B,Petroleum Liquids,IC,,S,X,X,,,3.1,0.98,3.1,3.1,U,7,2022,7,2022,N,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,,
7570,Great River Energy,2038,Cambridge CT Hybrid,MN,Isanti,BA1,Batteries,BA,,S,X,X,,,1, ,0.8,0.8,P,9,2023,9,2023,N,Electric Utility,1,N,MWH,,,,,, ,,,,,,,,,,,,
61122,"Great River Hydro, LLC",2351,S C Moore,NH,Grafton,GEN5,Conventional Hydroelectric,HY,,S,X,X,,,4.6,0.98,4.6,4.6,L,5,2022,7,2022,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
6775,Village of Freeport - (NY),2678,Plant No 1 Freeport,NY,Nassau,ENG13,Landfill Gas,IC,,S,X,X,,,3,0.8,3,3,U,1,2021,2,2023,N,Electric Utility,1,N,LFG,,,,,, ,,,,,,,,,,N,,
12199,Montana-Dakota Utilities Co,2790,R M Heskett,ND,Morton,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,MDU.HESKET4,MDU.HESKET4,88,0.85,88,101,P,5,2023,5,2023,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
15248,Portland General Electric Co,3045,Faraday,OR,Clackamas,7,Conventional Hydroelectric,HY,,S,X,X,,,9, ,9,9,V,12,2020,5,2022,N,Electric Utility,1,,WAT,,,,,, ,,,,,,,,,,,,
15248,Portland General Electric Co,3045,Faraday,OR,Clackamas,8,Conventional Hydroelectric,HY,,S,X,X,,,9, ,9,9,V,12,2020,5,2022,N,Electric Utility,1,,WAT,,,,,, ,,,,,,,,,,,,
17539,"Dominion Energy South Carolina, Inc",3291,Parr GT,SC,Fairfield,GT5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,65.4,0.85,40.3,56.7,L,7,2025,7,2025,N,Electric Utility,1,N,NG,DFO,,,,,1,,,,,,,,,,Y,Y,N
17539,"Dominion Energy South Carolina, Inc",3291,Parr GT,SC,Fairfield,GT6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,65.4,0.85,40.3,56.7,L,7,2025,7,2025,N,Electric Utility,1,N,NG,DFO,,,,,1,,,,,,,,,,Y,Y,N
5701,El Paso Electric Co,3456,Newman,TX,El Paso,6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,227.8,0.85,227.8,227.8,L,5,2023,5,2023,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,N,N
17568,Cooperative Energy,6061,R D Morrow,MS,Lamar,MOR1,Natural Gas Fired Combined Cycle,CC,,S,Y,Y,,,550, ,514,514,V,4,2023,4,2023,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
54803,"Dynegy Oakland, LLC",6211,Dynegy Oakland Power Plant,CA,Alameda,GEN4,Batteries,BA,,S,X,X,,,43.3,1,43.3,43.3,P,12,2022,7,2023,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,N,,
221,"Alaska Village Elec Coop, Inc",6338,St Marys IC,AK,Bethel,1C,Petroleum Liquids,IC,,S,X,X,,,0.5,0.9,0.5,0.5,U,9,2022,9,2022,Y,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,,
221,"Alaska Village Elec Coop, Inc",6338,St Marys IC,AK,Bethel,2A,Petroleum Liquids,IC,,S,X,X,,,0.5,0.9,0.5,0.5,U,9,2022,9,2022,Y,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,,
221,"Alaska Village Elec Coop, Inc",6338,St Marys IC,AK,Bethel,3A,Petroleum Liquids,IC,,S,X,X,,,1.8,0.8,1.8,1.8,U,9,2022,9,2022,Y,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,,,N,,
221,"Alaska Village Elec Coop, Inc",6338,St Marys IC,AK,Bethel,4,Petroleum Liquids,IC,,S,X,X,,,1.8,0.8,1.8,1.8,U,9,2022,9,2022,Y,Electric Utility,1,N,DFO,,,,,, ,,,,,,,,N,N,N,,
11208,Los Angeles Department of Water & Power,6481,Intermountain Power Project,UT,Millard,3,Natural Gas Fired Combined Cycle,CS,,W,N,N,,,420,0.9,420,420,P,7,2025,7,2025,Y,Electric Utility,1,N,NG,,,,,,0,,,,,,,,N,N,U,N,N
11208,Los Angeles Department of Water & Power,6481,Intermountain Power Project,UT,Millard,4,Natural Gas Fired Combined Cycle,CS,,W,N,N,,,420,0.9,420,420,P,7,2025,7,2025,Y,Electric Utility,1,N,NG,,,,,,0,,,,,,,,N,N,U,N,N
5416,"Duke Energy Carolinas, LLC",7277,Lincoln Combustion,NC,Lincoln,17,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,536.4,0.85,517,560,V,10,2024,10,2024,N,Electric Utility,1,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
55983,Luminant Generation Company LLC,8063,DeCordova Steam Electric Station,TX,Hood,BESS,Batteries,BA,,S,X,X,,,269.1, ,260,260,V,7,2021,5,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
20712,Snowbird Corporation,10215,Snowbird Power Plant,UT,Salt Lake,1138,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.5,0.8,1.5,1.5,V,6,2021,3,2022,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,,
20712,Snowbird Corporation,10215,Snowbird Power Plant,UT,Salt Lake,1258,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.5,0.8,2.5,2.5,V,6,2021,3,2022,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,,
20712,Snowbird Corporation,10215,Snowbird Power Plant,UT,Salt Lake,1260,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.5,0.8,2.5,2.5,V,6,2021,3,2022,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,,
1182,BASF Corporation,10319,Geismar,LA,Ascension,GEN4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,45,0.98,42,48,P,1,2026,1,2026,N,Industrial CHP,7,N,NG,OG,,,,, ,,,,,N,,,,Y,Y,N,Y
1182,BASF Corporation,10319,Geismar,LA,Ascension,GEN5,Natural Gas Steam Turbine,ST,,S,X,X,,,25,0.98,25,25,P,1,2026,1,2026,N,Industrial CHP,7,N,NG,,,,,, ,,,,,N,,,,,N,N,N
12436,Michigan State University,10328,T B Simon Power Plant,MI,Ingham,GEN7,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,9,0.85,9,9,TS,1,2021,3,2022,N,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,,
12436,Michigan State University,10328,T B Simon Power Plant,MI,Ingham,GEN8,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,9,0.85,9,9,TS,1,2021,3,2022,N,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,,
12436,Michigan State University,10328,T B Simon Power Plant,MI,Ingham,GEN9,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,9,0.85,9,9,TS,1,2021,3,2022,N,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,,
64430,"Calpine Greenleaf Holding, Inc.",10350,Greenleaf 1,CA,Sutter,CTGA,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,34.9, ,30,30,TS,9,2021,6,2022,N,IPP CHP,3,,NG,,,,,, ,,,,,,,,,,N,,
64430,"Calpine Greenleaf Holding, Inc.",10350,Greenleaf 1,CA,Sutter,CTGB,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,34.9, ,30,30,TS,9,2021,6,2022,N,IPP CHP,3,,NG,,,,,, ,,,,,,,,,,N,,
61950,Terra-Gen Operating Co-Solar,10444,SEGS VIII,CA,San Bernardino,LOC1,Solar Photovoltaic,PV,,S,X,X,,,80, ,80,80,P,12,2022,3,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,N,,
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,TX,Calhoun,3ST1,Natural Gas Fired Combined Cycle,CA,,S,N,X,,,40,0.85,38,40,TS,12,2019,4,2022,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,,,N,N,N
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,TX,Calhoun,3TBG1,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,102,0.85,97,102,TS,12,2019,4,2022,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
6541,Formosa Plastics Corp,10554,Formosa Utility Venture Ltd,TX,Calhoun,3TBG2,Natural Gas Fired Combined Cycle,CT,,S,X,N,,,102,0.85,97,102,TS,12,2019,4,2022,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
19588,University of Michigan,50431,University of Michigan,MI,Washtenaw,CT6,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,15.5,0.8,15.5,16,TS,1,2022,1,2022,Y,Commercial CHP,5,,NG,DFO,,,,, ,,,,,,,,N,N,Y,Y,N
34691,Ormat Nevada Inc,50654,Steamboat Hills LP,NV,Washoe,SBSOL,Solar Photovoltaic,PV,,S,X,X,,,2,1,2,1,V,3,2022,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63599,Pure Hedge LLC,50736,Pure Hedge LLC,CT,Windham,FSS13,Batteries,BA,,S,X,X,,,20, ,20,20,U,9,2021,1,2023,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63599,Pure Hedge LLC,50736,Pure Hedge LLC,CT,Windham,FSS17,Solar Photovoltaic,PV,,S,X,X,,,70, ,70,70,U,9,2021,1,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
8153,Hartford Steam Co,52061,Hartford Hospital Cogeneration,CT,Hartford,GEN5,Natural Gas Fired Combined Cycle,CC,CC1,S,Y,N,980,,5.5,1,5.4,5.9,P,1,2024,1,2026,Y,Commercial CHP,5,Y,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
8153,Hartford Steam Co,52061,Hartford Hospital Cogeneration,CT,Hartford,GEN6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,6,1,6,6.4,P,12,2024,6,2026,Y,Commercial CHP,5,Y,NG,DFO,,,,, ,,,,,,,,,,Y,Y,Y
12320,Merck & Co Inc,52148,Elkton,VA,Rockingham,GEN8,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2,0.8,2,2,T,12,2022,12,2022,N,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,,,N,N,N
12320,Merck & Co Inc,52148,Elkton,VA,Rockingham,GEN9,Solar Photovoltaic,PV,,S,X,X,,,2.5,0.8,2.5,2.5,P,1,2023,1,2023,N,Industrial CHP,7,,SUN,,,,,, ,,,,,,,,,,,,
12303,Merck & Co Inc-West Point,52149,West Point (PA),PA,Montgomery,GEN17,Natural Gas Internal Combustion Engine,IC,,S,X,X,MERCK 13 KV MERCK,MERCK 13 KV MERCK,2,0.8,2,2,TS,12,2021,4,2022,N,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,N,N,N,,
27075,San Diego County Water Auth,54242,Alvarado Hydro Facility,CA,San Diego,SD28H,Conventional Hydroelectric,HY,,S,X,X,,,1.4,0.85,1.4,1,T,12,2022,12,2024,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,N,N,N,,
1752,Biola University,54296,Biola University Hybrid,CA,Los Angeles,EG-1H,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.5,0.8,1.5,1.5,TS,5,2019,5,2022,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,N,N
1752,Biola University,54296,Biola University Hybrid,CA,Los Angeles,EG-2H,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.5,0.8,1.5,1.5,TS,5,2019,5,2022,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,,,N,N,N
19539,University of Iowa,54775,University of Iowa Main Power Plant,IA,Johnson,GEN12,Natural Gas Steam Turbine,ST,,W,X,X,,,5.8, ,5.8,5.8,TS,9,2019,4,2022,Y,Commercial CHP,5,N,NG,OBS,WDS,,,, ,,,,Y,Y,,,,,Y,N,Y
19539,University of Iowa,54775,University of Iowa Main Power Plant,IA,Johnson,GEN13,Natural Gas Steam Turbine,ST,,W,X,X,,,10, ,10,10,V,9,2019,4,2022,Y,Commercial CHP,5,N,NG,OBS,WDS,,,, ,,,,Y,Y,,,,,Y,N,Y
13491,New York University,54808,New York University Central Plant,NY,New York,DE1,Petroleum Liquids,IC,,S,X,X,,,2.5,1,2.5,2.5,V,7,2021,3,2022,Y,Commercial CHP,5,N,DFO,,,,,, ,,,,,,,,,,N,,
13491,New York University,54808,New York University Central Plant,NY,New York,GR1,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.6, ,2.6,2.6,V,7,2021,3,2022,Y,Commercial CHP,5,N,NG,,,,,, ,,,,,,,,N,N,N,,
19664,University of Washington,54809,University of Washington Power Plant,WA,King,DRUPS,Petroleum Liquids,IC,,S,X,X,,,2,0.8,2,2,L,10,2022,10,2022,N,Commercial CHP,5,N,DFO,,,,,, ,,,,,,,,,,N,,
19664,University of Washington,54809,University of Washington Power Plant,WA,King,TG3,Natural Gas Steam Turbine,ST,,S,X,X,,,3,0.85,3,3,L,4,2023,4,2023,Y,Commercial CHP,5,N,NG,DFO,,,,, ,,,,,N,,,,,N,,
2719,CalWind Resources Inc,54909,Tehachapi Wind Resource II,CA,Kern,PLAN,Onshore Wind Turbine,WT,,S,X,X,,,15.5, ,15.5,15.5,P,12,2007,1,2024,N,IPP Non-CHP,2,N,WND,,,,,,10,,,,,,,,N,N,N,,
56310,Boise White Paper LLC,55044,Packaging Corporation of America Jackson Mill,AL,Clarke,STG2,Natural Gas Steam Turbine,ST,,S,X,X,,,28.8,0.8,26.8,28.8,U,11,2022,11,2022,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,N,N,N,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,CTG01,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,431,0.95,431,439,L,6,2023,6,2023,N,IPP Non-CHP,2,N,NG,DFO,,,,, ,,,,,,,,,,Y,Y,N
61395,"Indeck Niles, LLC",55460,Indeck Niles Energy Center,MI,Cass,CT1,Natural Gas Fired Combined Cycle,CT,,J,X,N,2156111015,2156111015,386.8,0.85,364.8,382.2,V,2,2022,3,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
61395,"Indeck Niles, LLC",55460,Indeck Niles Energy Center,MI,Cass,CT2,Natural Gas Fired Combined Cycle,CT,,J,X,N,2156111016,2156111016,386.8,0.85,364.8,382.2,V,2,2022,3,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
61395,"Indeck Niles, LLC",55460,Indeck Niles Energy Center,MI,Cass,ST1,Natural Gas Fired Combined Cycle,CA,,J,Y,X,2156111014,2156111014,400.8,0.85,354.4,339.6,V,2,2022,3,2022,N,IPP Non-CHP,2,N,NG,WH,,,,, ,,,,,,,,N,N,N,N,N
7189,Gila Bend Power Partners LLC,55507,Gila Bend Power Generation Station,AZ,Maricopa,1,Natural Gas Fired Combined Cycle,CT,,S,X,X,,,170, ,156,182,L,4,2003,2,2025,N,IPP Non-CHP,2,,NG,,,,,, ,,,,,,,,N,,N,,
7189,Gila Bend Power Partners LLC,55507,Gila Bend Power Generation Station,AZ,Maricopa,2,Natural Gas Fired Combined Cycle,CT,,S,X,X,,,170, ,156,156,L,4,2003,2,2025,N,IPP Non-CHP,2,,NG,,,,,, ,,,,,,,,N,,N,,
7189,Gila Bend Power Partners LLC,55507,Gila Bend Power Generation Station,AZ,Maricopa,3,Natural Gas Fired Combined Cycle,CT,,S,X,X,,,170, ,156,156,L,4,2003,2,2025,N,IPP Non-CHP,2,,NG,,,,,, ,,,,,,,,N,,N,,
7189,Gila Bend Power Partners LLC,55507,Gila Bend Power Generation Station,AZ,Maricopa,4,Natural Gas Fired Combined Cycle,CA,,S,Y,X,,,390, ,390,390,L,4,2003,2,2025,N,IPP Non-CHP,2,,NG,,,,,, ,,,,,,,,N,,N,,
16295,City of Roseville - (CA),56298,Roseville Energy Park,CA,Placer,4,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,30, ,30,30,TS,6,2022,6,2022,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
16295,City of Roseville - (CA),56298,Roseville Energy Park,CA,Placer,5,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,30, ,30,30,TS,6,2022,6,2022,N,Electric Utility,1,N,NG,,,,,, ,,,,,,,,,,N,N,N
50123,"Leeward Asset Management, LLC",56336,Aragonne Wind LLC,NM,Guadalupe,AREXP,Onshore Wind Turbine,WT,,S,X,X,,,145, ,145,145,V,12,2021,1,2022,N,IPP Non-CHP,2,N,WND,,,,,,53,,,,,,,,,,,,
34691,Ormat Nevada Inc,56540,Galena 2 Geothermal Power Plant,NV,Washoe,GLSOL,Solar Photovoltaic,PV,,S,X,X,,,3,1,3,1.2,V,3,2022,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
27075,San Diego County Water Auth,56615,Rancho Penasquitos,CA,San Diego,G200,Conventional Hydroelectric,HY,,S,X,X,,,4.2,0.85,4.2,2.5,U,4,2023,6,2023,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,N,N,
19558,Homer Electric Assn Inc,57206,Soldotna,AK,Kenai Peninsula,3,Batteries,BA,,S,X,X,,,46.5, ,46.5,46.5,V,9,2021,1,2022,N,Electric Utility,1,N,MWH,,,,,, ,,,,,,,,,,N,N,N
62893,Mililani I Solar LLC,57242,Mililani South Solar Farm,HI,Honolulu,1,Solar Photovoltaic,PV,,S,X,X,,,39, ,39,39,V,4,2022,9,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62893,Mililani I Solar LLC,57242,Mililani South Solar Farm,HI,Honolulu,2,Batteries,BA,,S,X,X,,,39, ,39,39,V,4,2022,9,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
