Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Status,Effective Month,Effective Year,Current Month,Current Year,Associated with Combined Heat and Power System,Sector Name,Sector,Previously Canceled,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Turbines or Hydrokinetic Buoys,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Solid Fuel Gasification System?,Carbon Capture Technology?,Multiple Fuels?,Switch Between Oil and Natural Gas?,Cofire Fuels?
59497,Eversource,62604,Outer Cape Community Battery,MA,Barnstable,OCESS,Batteries,BA,,S,X,X,,,25, ,25,25,V,12,2020,4,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
62109,"Searcy Solar, LLC",62617,Searcy Solar Hybrid,AR,White,SEABT,Batteries,BA,,S,X,X,,,10, ,10,10,V,12,2021,1,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
62109,"Searcy Solar, LLC",62617,Searcy Solar Hybrid,AR,White,SEARC,Solar Photovoltaic,PV,,S,X,X,,,100, ,100,100,V,12,2021,1,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62130,Foundation CA Fund X Manager LLC,62654,Foundation Dole Fresh Vegetables,CA,Monterey,WTG1,Onshore Wind Turbine,WT,,S,X,X,,,2.8, ,2.8,2.8,U,12,2019,6,2022,N,IPP Non-CHP,2,N,WND,,,,,,1,,,,,,,,,,,,
62130,Foundation CA Fund X Manager LLC,62654,Foundation Dole Fresh Vegetables,CA,Monterey,WTG2,Onshore Wind Turbine,WT,,S,X,X,,,2.8, ,2.8,2.8,U,12,2019,6,2022,N,IPP Non-CHP,2,N,WND,,,,,,1,,,,,,,,,,,,
62153,Hecate Energy Highland LLC,62670,Hecate Energy Highland LLC,OH,Highland,HIGHL,Solar Photovoltaic,PV,,S,X,X,,,300, ,300,300,U,12,2021,11,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61012,AES Distributed Energy,62675,Skipjack Solar Center,VA,Charles City,SKIPJ,Solar Photovoltaic,PV,,S,X,X,,,175, ,175,175,U,4,2021,5,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62050,Castleman Power Development LLC,62684,Palestine Power Peaking Facility,TX,Anderson,PP-1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,P,9,2021,6,2024,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62050,Castleman Power Development LLC,62684,Palestine Power Peaking Facility,TX,Anderson,PP-2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,P,9,2021,6,2024,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62050,Castleman Power Development LLC,62684,Palestine Power Peaking Facility,TX,Anderson,PP-3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,P,9,2021,6,2024,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62050,Castleman Power Development LLC,62684,Palestine Power Peaking Facility,TX,Anderson,PP-4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50,0.85,43,48,P,9,2021,6,2024,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62050,Castleman Power Development LLC,62685,Sealy Power Peaking Facility,TX,Austin,SP-1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50, ,43,48,P,9,2020,6,2024,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62050,Castleman Power Development LLC,62685,Sealy Power Peaking Facility,TX,Austin,SP-2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50, ,43,48,P,9,2020,6,2024,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62050,Castleman Power Development LLC,62685,Sealy Power Peaking Facility,TX,Austin,SP-3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50, ,43,48,P,9,2020,6,2024,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62050,Castleman Power Development LLC,62685,Sealy Power Peaking Facility,TX,Austin,SP-4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,50, ,43,48,P,9,2020,6,2024,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62650,"Victorville Energy Center, LLC",62726,"Victorville Energy Center, LLC (CA)",CA,San Bernardino,1,All Other,ST,,S,X,X,,,20.1,0.85,20.1,20.1,P,5,2022,6,2024,Y,Industrial CHP,7,N,WH,,,,,, ,,,,,,,,,,N,,
62646,"Painter Energy Storage, LLC",62729,Painter Energy Storage,CA,Santa Barbara,PAIN1,Batteries,BA,,S,X,X,GOLETA_6_N200,GOLETA_6_N200,10, ,10,10,T,3,2021,7,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,N,N,N,,
59474,BQ Energy LLC,62737,West Valley West,NY,Cattaraugus,WVW,Solar Photovoltaic,PV,,S,X,X,,,5,1,5,5,L,6,2020,8,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
59474,BQ Energy LLC,62738,West Valley East,NY,Cattaraugus,WVE,Solar Photovoltaic,PV,,S,X,X,,,5,1,5,5,L,6,2020,5,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62668,"Wheatridge Wind Holdings, LLC",62745,Wheatridge Hybrid,OR,Morrow,BTRY,Batteries,BA,,S,X,X,,,30, ,30,30,V,12,2021,3,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
62668,"Wheatridge Wind Holdings, LLC",62745,Wheatridge Hybrid,OR,Morrow,SOLAR,Solar Photovoltaic,PV,,S,X,X,,,50, ,50,50,V,12,2021,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,KY,Lee,1,Conventional Hydroelectric,HY,,S,X,X,,,0.5,1,0.5,0.5,T,12,2021,12,2026,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,KY,Lee,2,Conventional Hydroelectric,HY,,S,X,X,,,0.5,1,0.5,0.5,T,12,2021,12,2026,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,KY,Lee,3,Conventional Hydroelectric,HY,,S,X,X,,,0.5,1,0.5,0.5,T,12,2021,12,2026,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,KY,Lee,4,Conventional Hydroelectric,HY,,S,X,X,,,0.5,1,0.5,0.5,T,12,2021,12,2024,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62663,Lock 13 Hydro Partners,62748,Evelyn Hydroelectric Project,KY,Lee,5,Conventional Hydroelectric,HY,,S,X,X,,,0.5,1,0.5,0.5,T,12,2021,12,2024,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62664,"Lock 14 Hydro Partners, LLC",62749,Heidelberg Hydroelectric Project,KY,Lee,1,Conventional Hydroelectric,HY,,S,X,X,,,0.6,1,0.6,0.6,T,12,2020,5,2024,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62664,"Lock 14 Hydro Partners, LLC",62749,Heidelberg Hydroelectric Project,KY,Lee,2,Conventional Hydroelectric,HY,,S,X,X,,,0.6,1,0.6,0.6,T,12,2020,5,2024,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62664,"Lock 14 Hydro Partners, LLC",62749,Heidelberg Hydroelectric Project,KY,Lee,3,Conventional Hydroelectric,HY,,S,X,X,,,0.6,1,0.6,0.6,T,12,2020,5,2024,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62664,"Lock 14 Hydro Partners, LLC",62749,Heidelberg Hydroelectric Project,KY,Lee,4,Conventional Hydroelectric,HY,,S,X,X,,,0.6,1,0.6,0.6,T,12,2020,5,2024,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62664,"Lock 14 Hydro Partners, LLC",62749,Heidelberg Hydroelectric Project,KY,Lee,5,Conventional Hydroelectric,HY,,S,X,X,,,0.2,1,0.2,0.2,T,12,2020,5,2024,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
62664,"Lock 14 Hydro Partners, LLC",62749,Heidelberg Hydroelectric Project,KY,Lee,6,Conventional Hydroelectric,HY,,S,X,X,,,0.2,1,0.2,0.2,T,12,2020,5,2024,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
58468,Dominion Renewable Energy,62758,Meherrin Solar,VA,Greensville,MEHER,Solar Photovoltaic,PV,,S,X,X,,,59.6, ,59.6,59.6,U,12,2020,4,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
5248,Dominion Energy Inc,62768,Piney Creek Solar,VA,Halifax,PCSOL,Solar Photovoltaic,PV,,S,X,X,,,80, ,80,80,P,12,2020,12,2023,N,Electric Utility,1,N,SUN,,,,,, ,,,,,,,,,,,,
61944,Goldman Sachs Renewable Power Group,62771,Dry Bridge Solar (Brown University),RI,Washington,DBS1,Solar Photovoltaic,PV,,S,X,X,,,10, ,10,10,V,12,2020,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61944,Goldman Sachs Renewable Power Group,62771,Dry Bridge Solar (Brown University),RI,Washington,DBS2,Solar Photovoltaic,PV,,S,X,X,,,10, ,10,10,V,12,2020,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61944,Goldman Sachs Renewable Power Group,62771,Dry Bridge Solar (Brown University),RI,Washington,DBS3,Solar Photovoltaic,PV,,S,X,X,,,10, ,10,10,V,12,2020,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61944,Goldman Sachs Renewable Power Group,62771,Dry Bridge Solar (Brown University),RI,Washington,DBS4,Solar Photovoltaic,PV,,S,X,X,,,10, ,10,10,V,12,2020,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
56215,RWE Renewables Americas LLC,62783,Blackjack Creek Wind Farm,TX,Bee,BLKJK,Onshore Wind Turbine,WT,,S,X,X,,,239.6, ,239.6,239.6,V,12,2021,4,2022,N,IPP Non-CHP,2,N,WND,,,,,,50,,,,,,,,,,,,
56215,RWE Renewables Americas LLC,62787,Pinckard Solar,AL,Dale,PCKND,Solar Photovoltaic,PV,,S,X,X,,,85.1, ,79.7,79.7,P,12,2023,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
59613,BayWa r.e. Solar Projects LLC,62797,Bluebird Solar LLC,KY,Harrison,BBIRD,Solar Photovoltaic,PV,,S,X,X,,,80, ,80,80,P,9,2023,2,2024,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62709,Bakerstand Solar LLC,62811,Bakerstand Solar (NY),NY,Cattaraugus,BKSTD,Solar Photovoltaic,PV,,W,X,X,,,20, ,20,20,P,1,2020,10,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
5109,DTE Electric Company,62815,Fairbanks Wind Park,MI,Delta,GNWF1,Onshore Wind Turbine,WT,,S,X,X,,,72.8, ,72.8,72.8,V,7,2020,1,2022,N,Electric Utility,1,N,WND,,,,,,21,,,,,,,,,,,,
62698,SunEast Skyline Solar LLC,62816,SunEast Skyline Solar Project,NY,Oneida,Q670,Solar Photovoltaic,PV,,S,X,X,,,20, ,20,20,P,12,2020,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62700,SunEast Clay Solar LLC,62819,SunEast Clay Solar Project,NY,Onondaga,Q669,Solar Photovoltaic,PV,,S,X,X,,,50, ,20,20,P,9,2021,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62716,"Stony Knoll Solar, LLC",62820,"Stony Knoll Solar, LLC",NC,Surry,GEN1,Solar Photovoltaic,PV,,S,X,X,,,22.6, ,22.6,22.6,V,12,2020,1,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62699,SunEast Dog Corners Solar LLC,62823,SunEast Dog Corners Solar Project,NY,Cayuga,Q584,Solar Photovoltaic,PV,,S,X,X,,,20, ,20,20,T,12,2020,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62733,Cranberry Point Energy Storage LLC,62844,Cranberry Point Energy Storage,MA,Plymouth,NA,Batteries,BA,,W,X,X,,,150, ,150,150,P,6,2024,6,2024,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
59056,"Tri Global Energy, LLC",62846,Water Valley Wind Energy,TX,Tom Green,WWE1,Onshore Wind Turbine,WT,,S,X,X,,,150, ,150,150,P,10,2021,10,2023,N,IPP Non-CHP,2,N,WND,,,,,,50,,,,,,,,,,,,
59050,Algonquin Power Co,62853,Maverick Creek Wind,TX,Concho,MVRCK,Onshore Wind Turbine,WT,,S,X,X,,,491.6,0.95,491.6,491.6,V,12,2020,1,2022,N,IPP Non-CHP,2,N,WND,,,,,,127,,,,,,,,N,N,N,,
62744,"St. James Solar, LLC",62854,St. James Solar (LA),LA,St James,SJS,Solar Photovoltaic,PV,,S,X,X,,,20, ,20,20,TS,4,2020,9,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,N,N,N,,
62738,Blue Marmot VIII LLC,62863,Blue Marmot VIII,OR,Lake,PRMLE,Solar Photovoltaic,PV,,S,X,X,,,10, ,9.8,9.8,L,11,2019,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62737,Blue Marmot VII LLC,62864,Blue Marmot VII,OR,Lake,RSHEI,Solar Photovoltaic,PV,,S,X,X,,,10, ,9.8,9.8,L,11,2019,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62736,Blue Marmot VI LLC,62865,Blue Marmot VI,OR,Lake,DNZW,Solar Photovoltaic,PV,,S,X,X,,,10, ,9.8,9.8,L,11,2019,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62735,Blue Marmot V LLC,62866,Blue Marmot V,OR,Lake,DNZE,Solar Photovoltaic,PV,,S,X,X,,,10, ,9.8,9.8,L,11,2019,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62734,Blue Marmot IX LLC,62867,Blue Marmot IX,OR,Lake,DVRO,Solar Photovoltaic,PV,,S,X,X,,,10, ,9.8,9.8,L,11,2019,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
49893,Invenergy Services LLC,62888,Crescent Valley Solar,NV,Lander,GEN1,Solar Photovoltaic,PV,,S,X,X,,,149, ,149,149,U,11,2020,11,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62760,EDPR CA Solar Park VI LLC,62892,EDPR CA Solar Park VI LLC (CA) Hybrid,CA,Fresno,SONR2,Batteries,BA,,S,X,X,,,40, ,40,40,T,12,2022,12,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
62760,EDPR CA Solar Park VI LLC,62892,EDPR CA Solar Park VI LLC (CA) Hybrid,CA,Fresno,SONRI,Solar Photovoltaic,PV,,S,X,X,,,201, ,200,200,T,12,2022,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62757,SunEast Hills Solar LLC,62895,SunEast Hills Solar Project,NY,Herkimer,Q581,Solar Photovoltaic,PV,,S,X,X,,,20, ,20,20,T,7,2020,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62756,SunEast Watkins Road Solar LLC,62896,SunEast Watkins Road Solar Project,NY,Herkimer,Q586,Solar Photovoltaic,PV,,S,X,X,,,20, ,20,20,OT,7,2020,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
19564,University of Notre Dame,62918,Notre Dame Hydro,IN,St Joseph,HYD1,Conventional Hydroelectric,HY,,S,X,X,,,2.5, ,2.5,2.5,V,6,2019,3,2022,N,Commercial Non-CHP,4,N,WAT,,,,,, ,,,,,,,,,,,,
62787,"Jackson Generation, LLC",62926,"Jackson Generation, LLC",IL,Will,1,Natural Gas Fired Combined Cycle,CS,,S,Y,N,2156111010,2156111010,644.3,0.85,600,558,TS,4,2022,4,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
62787,"Jackson Generation, LLC",62926,"Jackson Generation, LLC",IL,Will,2,Natural Gas Fired Combined Cycle,CS,,S,Y,N,2156111011,2156111011,644.3,0.85,600,558,TS,4,2022,4,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,N,N
49893,Invenergy Services LLC,62934,Lovelock Solar,NV,Lander,GEN1,Solar Photovoltaic,PV,,S,X,X,,,190, ,190,190,U,11,2020,11,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62794,"AP Solar 2, LLC",62945,Fighting Jays Solar Project,TX,Fort Bend,FJSOL,Solar Photovoltaic,PV,,S,X,X,,,350, ,350,350,V,5,2021,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,N,,
49893,Invenergy Services LLC,62947,Canisteo Wind Farm,NY,Steuben,GEN1,Onshore Wind Turbine,WT,,S,X,X,,,290.7, ,290.7,290.7,U,12,2020,4,2023,N,IPP Non-CHP,2,N,WND,,,,,,117,,,,,,,,,,,,
62806,Guernsey Power Station LLC,62949,Guernsey Power Station,OH,Guernsey,GPS1,Natural Gas Fired Combined Cycle,CS,,S,Y,N,,PJM,685,0.85,612,625,U,8,2022,1,2023,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62806,Guernsey Power Station LLC,62949,Guernsey Power Station,OH,Guernsey,GPS2,Natural Gas Fired Combined Cycle,CS,,S,Y,N,,,685,0.85,612,625,U,9,2022,1,2023,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
62806,Guernsey Power Station LLC,62949,Guernsey Power Station,OH,Guernsey,GPS3,Natural Gas Fired Combined Cycle,CS,,S,Y,N,,,685,0.85,612,625,U,10,2022,2,2023,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
49893,Invenergy Services LLC,62954,Alle-Catt Wind Energy LLC,NY,Allegany,GEN1,Onshore Wind Turbine,WT,,S,X,X,,,340, ,340,340,U,4,2020,12,2023,N,IPP Non-CHP,2,N,WND,,,,,,96,,,,,,,,,,,,
49893,Invenergy Services LLC,62956,Thunderhead Wind Energy LLC,NE,Antelope,GEN1,Onshore Wind Turbine,WT,,S,X,X,,,300, ,300,300,V,12,2020,8,2022,N,IPP Non-CHP,2,N,WND,,,,,,108,,,,,,,,,,,,
803,Arizona Public Service Co,62964,El Sol BESS,AZ,Maricopa,EL50M,Batteries,BA,,S,X,X,,,50, ,50,50,P,12,2020,12,2022,N,Electric Utility,1,N,MWH,,,,,, ,,,,,,,,,,,,
62812,"Syncarpha Tewksbury, LLC",62968,Syncarpha Tewksbury Hybrid CSG,MA,Middlesex,SYTKB,Batteries,BA,,S,X,X,,,2,1,2,2,V,4,2020,2,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
62812,"Syncarpha Tewksbury, LLC",62968,Syncarpha Tewksbury Hybrid CSG,MA,Middlesex,SYTKS,Solar Photovoltaic,PV,,S,X,X,,,2.8,1,2.8,2.8,V,4,2020,2,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62813,"Syncarpha Westminster, LLC",62971,Syncarpha Westminster Hybrid,MA,Worcester,SYWEB,Batteries,BA,,S,X,X,,,2.9,1,2.9,2.9,U,4,2020,6,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,N,N,N,,
62813,"Syncarpha Westminster, LLC",62971,Syncarpha Westminster Hybrid,MA,Worcester,SYWES,Solar Photovoltaic,PV,,S,X,X,,,4.7,1,4.7,4.7,V,4,2020,6,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,N,N,N,,
62820,"Syncarpha Millbury, LLC",62974,Syncarpha Millbury Hybrid,MA,Worcester,SYMIB,Batteries,BA,,S,X,X,,,3.8,1,3.8,3.8,U,4,2020,6,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
62820,"Syncarpha Millbury, LLC",62974,Syncarpha Millbury Hybrid,MA,Worcester,SYMIS,Solar Photovoltaic,PV,,S,X,X,,,5,1,5,5,V,4,2020,6,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62824,"Syncarpha Northbridge I, LLC",62977,Syncarpha Northbridge I Hybrid(CSG),MA,Worcester,SYN1B,Batteries,BA,,S,X,X,,,4,1,4,4,V,4,2020,2,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
15399,Avangrid Renewables LLC,63003,Midland Wind,IL,Henry,1,Onshore Wind Turbine,WT,,S,X,X,,,105.5,1,105.5,105.5,P,12,2021,12,2022,N,IPP Non-CHP,2,,WND,,,,,,28,,,,,,,,,,,,
63631,"Four Brothers 2, LLC",63024,"Hertford Solar Power, LLC",NC,Hertford,KEH,Solar Photovoltaic,PV,,S,X,X,,,10, ,10,10,V,12,2020,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,N,,
49893,Invenergy Services LLC,63026,Yum Yum Solar LLC,TN,Fayette,GEN1,Solar Photovoltaic,PV,,S,X,X,,,147, ,147,147,U,12,2021,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
49893,Invenergy Services LLC,63028,Tip Top Solar Energy Center LLC,NM,Lea,GEN1,Solar Photovoltaic,PV,,S,X,X,,,220, ,220,220,P,12,2022,7,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61012,AES Distributed Energy,63061,Clover Creek Solar(Community Solar),UT,Juab,CLVR,Solar Photovoltaic,PV,,S,X,X,,,80, ,80,80,V,10,2021,1,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61012,AES Distributed Energy,63088,Rooney Ranch,CA,Alameda,ROONR,Onshore Wind Turbine,WT,,S,X,X,,,21, ,21,21,P,11,2020,12,2022,N,IPP Non-CHP,2,N,WND,,,,,,7,,,,,,,,,,,,
62895,Vineyard Wind LLC,63093,Vineyard Wind 1,MA,Dukes,VW01,Offshore Wind Turbine,WS,,S,X,X,,,800, ,800,800,L,1,2022,4,2024,N,IPP Non-CHP,2,N,WND,,,,,,84,,,,,,,,,,N,,
62897,"MSB Investors, LLC",63094,Tajiguas Resource Recovery Project,CA,Santa Barbara,SBAD1,Other Waste Biomass,IC,,S,X,X,,,1.1,1,1.1,1.1,V,9,2020,6,2022,Y,IPP CHP,3,N,OBG,LFG,,,,, ,,,,,,,,,,Y,N,Y
62897,"MSB Investors, LLC",63094,Tajiguas Resource Recovery Project,CA,Santa Barbara,SBAD2,Other Waste Biomass,IC,,S,X,X,,,1.1,1,1.1,1.1,V,9,2020,6,2022,Y,IPP CHP,3,N,OBG,LFG,,,,, ,,,,,,,,N,N,Y,N,Y
49893,Invenergy Services LLC,63096,Horseshoe Solar Energy,NY,Livingston,GEN1,Solar Photovoltaic,PV,,S,X,X,,,180, ,180,180,U,12,2021,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62910,300MS 8me LLC,63113,Southern Bighorn Solar Hybrid,NV,Clark,BESS,Batteries,BA,,S,X,X,,,135, ,135,135,P,9,2023,4,2024,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
62910,300MS 8me LLC,63113,Southern Bighorn Solar Hybrid,NV,Clark,SBS,Solar Photovoltaic,PV,,S,X,X,,,300, ,300,300,P,9,2023,4,2024,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61012,AES Distributed Energy,63126,Sand Hill A,CA,Alameda,SNDHA,Onshore Wind Turbine,WT,,S,X,X,,,13.5, ,13.5,13.5,P,11,2020,12,2022,N,IPP Non-CHP,2,N,WND,,,,,,5,,,,,,,,,,,,
62911,Drew Solar LLC,63127,Drew Solar LLC,CA,Imperial,DS,Solar Photovoltaic,PV,,S,X,X,,,100, ,100,100,V,12,2021,3,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62912,Iris Solar LLC,63128,Iris Solar LLC,LA,Washington,ISLLC,Solar Photovoltaic,PV,,S,X,X,,,50, ,50,50,TS,3,2021,6,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
58970,"Ecoplexus, Inc",63162,OAKBORO PV1,NC,Stanly,OAKPV,Solar Photovoltaic,PV,,S,X,X,,,40,0.93,40,40,P,6,2021,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,N,,,,,,N,N,N,,
62921,Arroyo Solar LLC,63172,Arroyo Solar Energy Storage Hybrid,NM,McKinley,ARESS,Batteries,BA,,S,X,X,,,150, ,150,150,U,6,2022,8,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
62921,Arroyo Solar LLC,63172,Arroyo Solar Energy Storage Hybrid,NM,McKinley,ARSOL,Solar Photovoltaic,PV,,S,X,X,,,300, ,300,300,U,6,2022,11,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
55983,Luminant Generation Company LLC,63193,Alira,TX,Andrews,UNIT1,Solar Photovoltaic,PV,,S,X,X,,,222.8,0.9,222.8,222.8,L,11,2020,1,2030,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
49893,Invenergy Services LLC,63194,Delilah Solar Energy LLC,TX,Red River,GEN1,Solar Photovoltaic,PV,,S,X,X,,,300, ,300,300,V,7,2022,6,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
56990,NJR Clean Energy Ventures Corporation,63195,Aero Haven Solar,NJ,Burlington,ACP3,Solar Photovoltaic,PV,,W,X,X,,,2.6, ,2.6,2.6,T,12,2019,4,2022,N,IPP Non-CHP,2,,SUN,,,,,, ,,,,,,,,,,,,
62935,TREX US Green Holly LLC,63201,TREX US Green Holly,TX,Lynn,705,Solar Photovoltaic,PV,,S,X,X,,,400,1,400,400,L,8,2021,6,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
62935,TREX US Green Holly LLC,63201,TREX US Green Holly,TX,Lynn,705-S,Batteries,BA,,S,X,X,,,5, ,5,5,L,8,2021,4,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
