name,facility_type,capacity,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,coordinate,plant_life,incommod,outcommod,,plant age
Sand_Point_WT1,wind,0.5,10,2011,10,2031,"(55.339722,-160.497222)",20,,,,9
Sand_Point_WT2,wind,0.5,10,2011,10,2031,"(55.339722,-160.497222)",20,,,,9
Barry_A1CT,gas,170.1,5,2000,5,2030,"(31.0069,-88.0103)",30,,,,20
Barry_A1CT2,gas,170.1,5,2000,5,2030,"(31.0069,-88.0103)",30,,,,20
Barry_A1ST,gas,195.2,5,2000,5,2030,"(31.0069,-88.0103)",30,,,,20
Barry_A2C1,gas,170.1,5,2000,5,2030,"(31.0069,-88.0103)",30,,,,20
Barry_A2C2,gas,170.1,5,2000,5,2030,"(31.0069,-88.0103)",30,,,,20
Barry_A2ST,gas,195.2,5,2000,5,2030,"(31.0069,-88.0103)",30,,,,20
Barry_A3C1,gas,464,11,2023,11,2053,"(31.0069,-88.0103)",30,,,,-3
Barry_A3ST,gas,310,11,2023,11,2053,"(31.0069,-88.0103)",30,,,,-3
Copper_1,gas,86.9,7,1980,12,2030,"(31.7569,-106.375)",30,,,,40
Greene_County_GT10,gas,80,5,1996,5,2026,"(32.6017,-87.7811)",30,,,,24
Greene_County_GT2,gas,80,5,1996,5,2026,"(32.6017,-87.7811)",30,,,,24
Greene_County_GT3,gas,80,5,1995,5,2025,"(32.6017,-87.7811)",30,,,,25
Greene_County_GT4,gas,80,5,1995,5,2025,"(32.6017,-87.7811)",30,,,,25
Greene_County_GT5,gas,80,5,1995,5,2025,"(32.6017,-87.7811)",30,,,,25
Greene_County_GT6,gas,80,5,1995,5,2025,"(32.6017,-87.7811)",30,,,,25
Greene_County_GT7,gas,80,5,1995,5,2025,"(32.6017,-87.7811)",30,,,,25
Greene_County_GT8,gas,80,5,1996,5,2026,"(32.6017,-87.7811)",30,,,,24
Greene_County_GT9,gas,80,5,1996,5,2026,"(32.6017,-87.7811)",30,,,,24
Mitchell_Dam_5,hydro,50,4,1985,4,2025,"(32.806025,-86.444892)",40,,,,35
Mitchell_Dam_6,hydro,50,4,1985,4,2025,"(32.806025,-86.444892)",40,,,,35
Mitchell_Dam_7,hydro,50,4,1985,4,2025,"(32.806025,-86.444892)",40,,,,35
Rollins_1P,hydro,12.1,8,1980,8,2020,"(39.134259,-120.953341)",40,,,,40
Browns_Ferry_1,nuclear,"1,263.50",8,1974,8,2034,"(34.7042,-87.1189)",60,,,,46
Browns_Ferry_2,nuclear,"1,152.00",3,1975,3,2035,"(34.7042,-87.1189)",60,,,,45
Browns_Ferry_3,nuclear,"1,152.00",3,1977,3,2037,"(34.7042,-87.1189)",60,,,,43
Gantt_4,hydro,1.8,2,1985,2,2025,"(31.4033,-86.479469)",40,,,,35
J_K_Smith_GT1,gas,149,3,1999,3,2029,"(37.8833,-84.1017)",30,,,,21
J_K_Smith_GT10,gas,98,5,2010,5,2040,"(37.8833,-84.1017)",30,,,,10
J_K_Smith_GT2,gas,149,1,1999,1,2029,"(37.8833,-84.1017)",30,,,,21
J_K_Smith_GT3,gas,149,4,1999,4,2029,"(37.8833,-84.1017)",30,,,,21
J_K_Smith_GT4,gas,108,11,2001,11,2031,"(37.8833,-84.1017)",30,,,,19
J_K_Smith_GT5,gas,108,11,2001,11,2031,"(37.8833,-84.1017)",30,,,,19
J_K_Smith_GT6,gas,98,1,2005,1,2035,"(37.8833,-84.1017)",30,,,,15
J_K_Smith_GT7,gas,98,1,2005,1,2035,"(37.8833,-84.1017)",30,,,,15
J_K_Smith_GT9,gas,98,5,2010,5,2040,"(37.8833,-84.1017)",30,,,,10
Whelan_Energy_Center_2,coal,248,6,2011,6,2041,"(40.580872,-98.312437)",30,,,,9
Salmon_Creek_1_HY7,hydro,8.5,12,1984,12,2024,"(58.3269,-134.4631)",40,,,,36
Skagway_3,hydro,0.3,7,1981,7,2021,"(59.4545,-135.3131)",40,,,,39
Skagway_4,hydro,0.2,7,1987,7,2027,"(59.4545,-135.3131)",40,,,,33
Swan_Lake_1,hydro,11.3,6,1984,6,2024,"(55.615208,-131.356111)",40,,,,36
Swan_Lake_2,hydro,11.3,6,1984,6,2024,"(55.615208,-131.356111)",40,,,,36
Terror_Lake_Microgrid_1,hydro,11.2,12,1984,12,2024,"(57.6861,-152.895)",40,,,,36
Terror_Lake_Microgrid_2,hydro,11.2,12,1984,12,2024,"(57.6861,-152.895)",40,,,,36
Terror_Lake_Microgrid_3,hydro,11.2,2,2014,2,2054,"(57.6861,-152.895)",40,,,,6
Anchorage_1_3R,gas,48.9,8,2007,8,2037,"(61.2221,-149.8661)",30,,,,13
Snettisham_3,hydro,31,12,1990,12,2030,"(58.1415,-133.737)",40,,,,30
Ashokan_1,hydro,2.3,11,1982,11,2022,"(41.949,-74.2063)",40,,,,38
Ashokan_2,hydro,2.3,11,1982,11,2022,"(41.949,-74.2063)",40,,,,38
Snake_River_EWT_1,wind,0.9,7,2013,7,2033,"(64.505331,-165.429814)",20,,,,7
Snake_River_EWT_2,wind,0.9,7,2013,7,2033,"(64.505331,-165.429814)",20,,,,7
Blue_Lake_Hydro_3,hydro,5.3,10,2014,10,2054,"(57.0516,-135.2297)",40,,,,6
Blue_Lake_Hydro_4,hydro,5.3,10,2014,10,2054,"(57.0516,-135.2297)",40,,,,6
Blue_Lake_Hydro_5,hydro,5.3,10,2014,10,2054,"(57.0516,-135.2297)",40,,,,6
South_Consolidated_SC1,hydro,1.4,9,1981,9,2021,"(33.466477,-111.781064)",40,,,,39
Ocotillo_GT3,gas,161.9,4,2019,4,2049,"(33.4225,-111.9122)",30,,,,1
Ocotillo_GT4,gas,161.9,4,2019,4,2049,"(33.4225,-111.9122)",30,,,,1
Ocotillo_GT5,gas,161.9,5,2019,5,2049,"(33.4225,-111.9122)",30,,,,1
Ocotillo_GT6,gas,161.9,4,2019,4,2049,"(33.4225,-111.9122)",30,,,,1
Ocotillo_GT7,gas,161.9,4,2019,4,2049,"(33.4225,-111.9122)",30,,,,1
West_Phoenix_C4-1,gas,91,6,2001,6,2031,"(33.4417,-112.1583)",30,,,,19
West_Phoenix_C4-2,gas,44.6,6,2001,6,2031,"(33.4417,-112.1583)",30,,,,19
West_Phoenix_C5-1,gas,184.5,8,2003,8,2033,"(33.4417,-112.1583)",30,,,,17
West_Phoenix_C5-2,gas,184.5,8,2003,8,2033,"(33.4417,-112.1583)",30,,,,17
West_Phoenix_C5-3,gas,200.6,8,2003,8,2033,"(33.4417,-112.1583)",30,,,,17
Saguaro_GE1,gas,78.3,7,2002,7,2032,"(32.5517,-111.3)",30,,,,18
Yucca_GT5,gas,60.5,6,2008,6,2038,"(32.7214,-114.7106)",30,,,,12
Yucca_GT6,gas,60.5,6,2008,6,2038,"(32.7214,-114.7106)",30,,,,12
Demoss_Petrie_GT2,gas,85,6,2001,6,2031,"(32.252273,-110.992148)",30,,,,19
H_Wilson_Sundt_Generating_Station_RIC1,gas,18.8,3,2020,3,2050,"(32.16,-110.9047)",30,,,,0
H_Wilson_Sundt_Generating_Station_RIC10,gas,18.8,12,2019,12,2049,"(32.16,-110.9047)",30,,,,1
H_Wilson_Sundt_Generating_Station_RIC2,gas,18.8,3,2020,3,2050,"(32.16,-110.9047)",30,,,,0
H_Wilson_Sundt_Generating_Station_RIC3,gas,18.8,3,2020,3,2050,"(32.16,-110.9047)",30,,,,0
H_Wilson_Sundt_Generating_Station_RIC4,gas,18.8,3,2020,3,2050,"(32.16,-110.9047)",30,,,,0
H_Wilson_Sundt_Generating_Station_RIC5,gas,18.8,3,2020,3,2050,"(32.16,-110.9047)",30,,,,0
H_Wilson_Sundt_Generating_Station_RIC6,gas,18.8,12,2019,12,2049,"(32.16,-110.9047)",30,,,,1
H_Wilson_Sundt_Generating_Station_RIC7,gas,18.8,12,2019,12,2049,"(32.16,-110.9047)",30,,,,1
H_Wilson_Sundt_Generating_Station_RIC8,gas,18.8,12,2019,12,2049,"(32.16,-110.9047)",30,,,,1
H_Wilson_Sundt_Generating_Station_RIC9,gas,18.8,12,2019,12,2049,"(32.16,-110.9047)",30,,,,1
Cross_1,coal,590.9,5,1995,5,2025,"(33.371506,-80.113235)",30,,,,25
Cross_3,coal,591,1,2007,1,2037,"(33.371506,-80.113235)",30,,,,13
Cross_4,coal,652,10,2008,10,2038,"(33.371506,-80.113235)",30,,,,12
Seminole_(FL)_1,coal,714.6,2,1984,1,2023,"(29.733056,-81.632778)",30,,,,36
Seminole_(FL)_CT1,gas,384.2,10,2022,10,2052,"(29.733056,-81.632778)",30,,,,-2
Seminole_(FL)_CT2,gas,384.2,10,2022,10,2052,"(29.733056,-81.632778)",30,,,,-2
Seminole_(FL)_ST,gas,414.8,10,2022,10,2052,"(29.733056,-81.632778)",30,,,,-2
Agua_Fria_PV-3,solar,0.2,6,2001,6,2026,"(33.5561,-112.2153)",25,,,,19
Kyrene_KY7,gas,170,10,2002,10,2032,"(33.3556,-111.9353)",30,,,,18
Kyrene_KY7A,gas,122,10,2002,10,2032,"(33.3556,-111.9353)",30,,,,18
Lake_Creek_Dam_1,hydro,1.5,5,1981,5,2021,"(40.493631,-111.312506)",40,,,,39
Turlock_Lake_1,hydro,1.1,7,1980,7,2020,"(37.611461,-120.594678)",40,,,,40
Turlock_Lake_2,hydro,1.1,7,1980,7,2020,"(37.611461,-120.594678)",40,,,,40
Turlock_Lake_3,hydro,1.1,7,1980,7,2020,"(37.611461,-120.594678)",40,,,,40
GREC_3CT,gas,369,12,2017,12,2047,"(36.190278,-95.2894)",30,,,,3
GREC_3ST,gas,231.3,12,2017,12,2047,"(36.190278,-95.2894)",30,,,,3
Lake_Catherine_4,gas,552.5,4,1970,6,2025,"(34.4341,-92.9049)",30,,,,50
Volta_2_1,hydro,1,11,1981,11,2021,"(40.45193,-121.86215)",40,,,,39
Thomas_Fitzhugh_2,gas,126,12,2002,12,2032,"(35.462382,-93.804926)",30,,,,18
Clinton_Power_Station_1,nuclear,"1,138.30",11,1987,11,2047,"(40.1719,-88.8339)",60,,,,33
Wolf_Creek_Generating_Station_1,nuclear,"1,267.70",9,1985,9,2045,"(38.23926,-95.68978)",60,,,,35
Cow_Creek_1,hydro,0.7,1,1907,12,2022,"(40.570817,-122.02093)",40,,,,113
Cow_Creek_2,hydro,0.7,1,1907,12,2022,"(40.570817,-122.02093)",40,,,,113
Humboldt_Bay_IC1,gas,16.7,9,2010,9,2040,"(40.7415,-124.2103)",30,,,,10
Humboldt_Bay_IC10,gas,16.7,9,2010,9,2040,"(40.7415,-124.2103)",30,,,,10
Humboldt_Bay_IC2,gas,16.7,9,2010,9,2040,"(40.7415,-124.2103)",30,,,,10
Humboldt_Bay_IC3,gas,16.7,3,2011,3,2041,"(40.7415,-124.2103)",30,,,,9
Humboldt_Bay_IC4,gas,16.7,9,2010,9,2040,"(40.7415,-124.2103)",30,,,,10
Humboldt_Bay_IC5,gas,16.7,9,2010,9,2040,"(40.7415,-124.2103)",30,,,,10
Humboldt_Bay_IC6,gas,16.7,9,2010,9,2040,"(40.7415,-124.2103)",30,,,,10
Humboldt_Bay_IC7,gas,16.7,9,2010,9,2040,"(40.7415,-124.2103)",30,,,,10
Humboldt_Bay_IC8,gas,16.7,9,2010,9,2040,"(40.7415,-124.2103)",30,,,,10
Humboldt_Bay_IC9,gas,16.7,9,2010,9,2040,"(40.7415,-124.2103)",30,,,,10
Kilarc_1,hydro,1.5,6,1904,12,2022,"(40.677827,-121.873253)",40,,,,116
Dynegy_Moss_Landing_Power_Plant_Hybrid_CT1A,gas,233,7,2002,7,2032,"(36.804837,-121.782241)",30,,,,18
Dynegy_Moss_Landing_Power_Plant_Hybrid_CT1B,gas,233,7,2002,7,2032,"(36.804837,-121.782241)",30,,,,18
Dynegy_Moss_Landing_Power_Plant_Hybrid_CT2A,gas,233,7,2002,7,2032,"(36.804837,-121.782241)",30,,,,18
Dynegy_Moss_Landing_Power_Plant_Hybrid_CT2B,gas,233,7,2002,7,2032,"(36.804837,-121.782241)",30,,,,18
Dynegy_Moss_Landing_Power_Plant_Hybrid_ST1,gas,233,7,2002,7,2032,"(36.804837,-121.782241)",30,,,,18
Dynegy_Moss_Landing_Power_Plant_Hybrid_ST2,gas,233,7,2002,7,2032,"(36.804837,-121.782241)",30,,,,18
Volta_1_1,hydro,8.5,4,1980,4,2020,"(40.459111,-121.86708)",40,,,,40
Wise_2,hydro,2.8,12,1986,12,2026,"(38.889862,-121.098525)",40,,,,34
Limestone_1,coal,893,12,1985,12,2029,"(31.4219,-96.2525)",30,,,,35
Limestone_2,coal,956.8,12,1986,12,2029,"(31.4219,-96.2525)",30,,,,34
Green_Lake_1,hydro,9.3,4,1982,4,2022,"(56.986284,-135.12275)",40,,,,38
Green_Lake_2,hydro,9.3,10,1982,10,2022,"(56.986284,-135.12275)",40,,,,38
Drop_5_1,hydro,2,3,1982,3,2022,"(32.673097,-115.392026)",40,,,,38
Drop_5_2,hydro,2,3,1982,3,2022,"(32.673097,-115.392026)",40,,,,38
AES_Alamitos_LLC_3,gas,310,12,1961,12,2023,"(33.7688,-118.1009)",30,,,,59
AES_Alamitos_LLC_4,gas,310,6,1962,12,2023,"(33.7688,-118.1009)",30,,,,58
AES_Alamitos_LLC_5,gas,495,3,1964,12,2023,"(33.7688,-118.1009)",30,,,,56
Big_Creek_3_5,hydro,36.5,2,1980,2,2020,"(37.148517,-119.386623)",40,,,,40
AES_Huntington_Beach_LLC_2,gas,218,12,1958,12,2023,"(33.6439,-117.9792)",30,,,,62
Ormond_Beach_1,gas,806,8,1971,1,2024,"(34.1292,-119.1689)",30,,,,49
Ormond_Beach_2,gas,806,3,1973,1,2024,"(34.1292,-119.1689)",30,,,,47
AES_Redondo_Beach_LLC_5,gas,163.2,10,1954,12,2023,"(33.8504,-118.395)",30,,,,66
AES_Redondo_Beach_LLC_6,gas,163.2,7,1957,12,2023,"(33.8504,-118.395)",30,,,,63
AES_Redondo_Beach_LLC_8,gas,495,7,1967,12,2023,"(33.8504,-118.395)",30,,,,53
Mountainview_Generating_Station_MV3A,gas,164.6,12,2005,12,2035,"(34.0818,-117.2418)",30,,,,15
Mountainview_Generating_Station_MV3B,gas,164.6,12,2005,12,2035,"(34.0818,-117.2418)",30,,,,15
Mountainview_Generating_Station_MV3C,gas,189.2,12,2005,12,2035,"(34.0818,-117.2418)",30,,,,15
Mountainview_Generating_Station_MV4A,gas,164.6,1,2006,1,2036,"(34.0818,-117.2418)",30,,,,14
Mountainview_Generating_Station_MV4B,gas,164.6,1,2006,1,2036,"(34.0818,-117.2418)",30,,,,14
Mountainview_Generating_Station_MV4C,gas,189.2,1,2006,1,2036,"(34.0818,-117.2418)",30,,,,14
Santa_Ana_3_1,hydro,3.1,9,1999,9,2039,"(34.107245,-117.099091)",40,,,,21
Columbia_Generating_Station_2,nuclear,"1,200.00",12,1984,12,2044,"(46.4711,-119.3339)",60,,,,36
Pardee_3,hydro,8.6,6,1983,6,2023,"(38.2569,-120.8507)",40,,,,37
Grayson_9,gas,57.4,1,2004,1,2034,"(34.1556,-118.2782)",30,,,,16
R_C_Kirkwood_3,hydro,36.5,9,1987,9,2027,"(37.877667,-119.953233)",40,,,,33
El_Centro_Hybrid_2A,gas,89.9,6,1993,6,2023,"(32.802222,-115.54)",30,,,,27
El_Centro_Hybrid_30,gas,65.9,10,2012,10,2042,"(32.802222,-115.54)",30,,,,8
El_Centro_Hybrid_31,gas,43.2,10,2012,10,2042,"(32.802222,-115.54)",30,,,,8
El_Centro_Hybrid_32,gas,43.2,10,2012,10,2042,"(32.802222,-115.54)",30,,,,8
Solomon_Gulch_1,hydro,6,1,1982,1,2022,"(61.0828,-146.3033)",40,,,,38
Solomon_Gulch_2,hydro,6,1,1982,1,2022,"(61.0828,-146.3033)",40,,,,38
Harbor_10A,gas,85.3,1,1995,1,2025,"(33.7706,-118.2656)",30,,,,25
Harbor_10B,gas,85.3,1,1995,1,2025,"(33.7706,-118.2656)",30,,,,25
Harbor_5,gas,75,1,1995,1,2025,"(33.7706,-118.2656)",30,,,,25
Harbor_GT10,gas,60.5,1,2002,1,2032,"(33.7706,-118.2656)",30,,,,18
Harbor_GT11,gas,60.5,1,2002,1,2032,"(33.7706,-118.2656)",30,,,,18
Harbor_GT12,gas,60.5,1,2002,1,2032,"(33.7706,-118.2656)",30,,,,18
Harbor_GT13,gas,60.5,1,2002,1,2032,"(33.7706,-118.2656)",30,,,,18
Harbor_GT14,gas,60.5,1,2002,1,2032,"(33.7706,-118.2656)",30,,,,18
Haynes_10,gas,182.8,1,2005,1,2035,"(33.764741,-118.09913)",30,,,,15
Haynes_11,gas,108.2,6,2013,6,2043,"(33.764741,-118.09913)",30,,,,7
Haynes_12,gas,108.2,6,2013,6,2043,"(33.764741,-118.09913)",30,,,,7
Haynes_13,gas,108.2,6,2013,6,2043,"(33.764741,-118.09913)",30,,,,7
Haynes_14,gas,108.2,6,2013,6,2043,"(33.764741,-118.09913)",30,,,,7
Haynes_15,gas,108.2,6,2013,6,2043,"(33.764741,-118.09913)",30,,,,7
Haynes_16,gas,108.2,6,2013,6,2043,"(33.764741,-118.09913)",30,,,,7
Haynes_8,gas,264.3,1,2005,1,2035,"(33.764741,-118.09913)",30,,,,15
Haynes_9,gas,182.8,1,2005,1,2035,"(33.764741,-118.09913)",30,,,,15
Scattergood_1,gas,163.2,12,1958,12,2024,"(33.918151,-118.427648)",30,,,,62
Scattergood_2,gas,163.2,7,1959,12,2024,"(33.918151,-118.427648)",30,,,,61
Scattergood_4,gas,216.9,10,2015,10,2045,"(33.918151,-118.427648)",30,,,,5
Scattergood_5,gas,118.9,11,2015,11,2045,"(33.918151,-118.427648)",30,,,,5
Scattergood_6,gas,106.9,8,2015,8,2045,"(33.918151,-118.427648)",30,,,,5
Scattergood_7,gas,106.9,9,2015,9,2045,"(33.918151,-118.427648)",30,,,,5
Valley_(CA)_5,gas,60.5,8,2001,8,2031,"(34.244991,-118.391327)",30,,,,19
Valley_(CA)_6,gas,182.8,9,2003,9,2033,"(34.244991,-118.391327)",30,,,,17
Valley_(CA)_7,gas,182.8,9,2003,9,2033,"(34.244991,-118.391327)",30,,,,17
Valley_(CA)_8,gas,264.4,11,2003,11,2033,"(34.244991,-118.391327)",30,,,,17
Tulloch_3,hydro,6.5,3,2012,3,2052,"(37.876111,-120.605)",40,,,,8
Glenarm_GT3,gas,60.5,1,2004,1,2034,"(34.126,-118.1494)",30,,,,16
Glenarm_GT4,gas,60.5,1,2004,1,2034,"(34.126,-118.1494)",30,,,,16
Glenarm_GT5,gas,71,12,2016,12,2046,"(34.126,-118.1494)",30,,,,4
Glenarm_ST1,gas,16,12,2016,12,2046,"(34.126,-118.1494)",30,,,,4
Parker_1,hydro,2.7,4,1982,4,2022,"(37.477838,-120.444492)",40,,,,38
White_Rock/Slab_Creek_H3,hydro,2.7,12,2020,12,2060,"(38.765336,-120.787366)",40,,,,0
White_Rock/Slab_Creek_H4,hydro,0.5,6,1983,7,2022,"(38.765336,-120.787366)",40,,,,37
Devil_Canyon_3,hydro,78.3,7,1994,7,2034,"(34.2056,-117.3344)",40,,,,26
Devil_Canyon_4,hydro,78.3,7,1992,7,2032,"(34.2056,-117.3344)",40,,,,28
Don_Pedro_4,hydro,34.3,4,1989,4,2029,"(37.695994,-120.420152)",40,,,,31
Bear_Valley_HC1,hydro,0.7,6,1986,6,2026,"(33.166246,-117.016566)",40,,,,34
Bear_Valley_HC2,hydro,0.7,6,1986,6,2026,"(33.166246,-117.016566)",40,,,,34
Alamosa_CT1,gas,26.6,6,1973,12,2026,"(37.4594,-105.8947)",30,,,,47
Alamosa_CT2,gas,26.6,6,1977,12,2026,"(37.4594,-105.8947)",30,,,,43
Boulder_Canyon_Hydro_1A,hydro,5,6,2013,6,2053,"(40.004725,-105.332495)",40,,,,7
Cherokee_4,gas,380.8,6,1968,12,2027,"(39.807275,-104.964548)",30,,,,52
Cherokee_5,gas,185.3,8,2015,8,2045,"(39.807275,-104.964548)",30,,,,5
Cherokee_6,gas,185.3,8,2015,8,2045,"(39.807275,-104.964548)",30,,,,5
Cherokee_7,gas,255,8,2015,8,2045,"(39.807275,-104.964548)",30,,,,5
Comanche_(CO)_1,coal,382.5,6,1973,12,2022,"(38.2081,-104.5747)",30,,,,47
Comanche_(CO)_2,coal,396,6,1975,12,2025,"(38.2081,-104.5747)",30,,,,45
Comanche_(CO)_3,coal,856.8,7,2010,7,2040,"(38.2081,-104.5747)",30,,,,10
Fruita_1,gas,26.6,6,1973,12,2026,"(39.1364,-108.7347)",30,,,,47
Grand_Valley_Project_Power_Plant_1,hydro,1.5,4,1932,3,2023,"(39.101667,-108.345556)",40,,,,88
Salida_2,hydro,0.6,6,1908,12,2027,"(38.53419,-106.182003)",40,,,,112
Valmont_6,gas,59.3,5,1973,12,2026,"(40.0195,-105.202)",30,,,,47
Temescal_1,hydro,2.9,7,1983,7,2023,"(33.8343,-117.4971)",40,,,,37
Corona_1,hydro,2.9,8,1983,8,2023,"(33.85895,-117.6106)",40,,,,37
Perris_1,hydro,7.9,5,1983,5,2023,"(33.8361,-117.1831)",40,,,,37
Rio_Hondo_1,hydro,1.9,3,1984,3,2024,"(34.004722,-118.09917)",40,,,,36
Coyote_Creek_1,hydro,3.1,6,1984,6,2024,"(33.92493,-117.95517)",40,,,,36
Red_Mountain_1,hydro,5.9,6,1985,6,2025,"(33.3944,-117.1889)",40,,,,35
Valley_View_1,hydro,4.1,11,1985,11,2025,"(33.9001,-117.82905)",40,,,,35
Upper_Dawson_1,hydro,4.4,11,1983,11,2023,"(37.6508,-120.4706)",40,,,,37
Martin_Drake_6,gas,75,10,1968,9,2022,"(38.824444,-104.833333)",30,,,,52
Martin_Drake_7,gas,132.3,7,1974,9,2022,"(38.824444,-104.833333)",30,,,,46
Martin_Drake_A1,gas,40.6,1,2023,1,2053,"(38.824444,-104.833333)",30,,,,-3
Martin_Drake_A2,gas,40.6,1,2023,1,2053,"(38.824444,-104.833333)",30,,,,-3
Martin_Drake_A3,gas,40.6,2,2023,2,2053,"(38.824444,-104.833333)",30,,,,-3
Martin_Drake_A4,gas,40.6,2,2023,2,2053,"(38.824444,-104.833333)",30,,,,-3
Martin_Drake_A5,gas,40.6,2,2023,2,2053,"(38.824444,-104.833333)",30,,,,-3
Martin_Drake_A6,gas,40.6,2,2023,2,2053,"(38.824444,-104.833333)",30,,,,-3
Manitou_Springs_3,hydro,0.6,3,2006,3,2046,"(38.855556,-104.933056)",40,,,,14
Lamar_Plant_T1-T3,wind,4.5,2,2004,2,2024,"(38.033327,-102.537915)",20,,,,16
Lamar_Plant_T4,wind,1.5,2,2004,2,2024,"(38.033327,-102.537915)",20,,,,16
Hayden_1,coal,190,7,1965,12,2028,"(40.4856,-107.185)",30,,,,55
Hayden_2,coal,275.4,9,1976,12,2027,"(40.4856,-107.185)",30,,,,44
Camp_Far_West_1,hydro,7.2,2,1985,2,2025,"(39.048802,-121.316966)",40,,,,35
McWilliams_4,gas,107,12,1996,12,2026,"(31.400255,-86.476449)",30,,,,24
McWilliams_VAN1,gas,165,1,2002,1,2032,"(31.400255,-86.476449)",30,,,,18
McWilliams_VAN2,gas,165,1,2002,1,2032,"(31.400255,-86.476449)",30,,,,18
McWilliams_VAN3,gas,177,1,2002,1,2032,"(31.400255,-86.476449)",30,,,,18
Jones_Fork_1,hydro,10,6,1985,6,2025,"(38.850283,-120.381883)",40,,,,35
Camanche_1,hydro,3.6,7,1983,7,2023,"(38.2268,-121.0245)",40,,,,37
Camanche_2,hydro,3.6,7,1983,7,2023,"(38.2268,-121.0245)",40,,,,37
Camanche_3,hydro,3.6,8,1983,8,2023,"(38.2268,-121.0245)",40,,,,37
Kettle_Falls_Generating_Station_2,gas,7.2,5,2002,5,2032,"(48.620336,-118.111059)",30,,,,18
Stanton_Energy_Center_1,coal,464.5,7,1987,12,2025,"(28.4822,-81.1678)",30,,,,33
Stanton_Energy_Center_2,coal,464.5,6,1996,6,2026,"(28.4822,-81.1678)",30,,,,24
Stanton_Energy_Center_B,gas,129.8,2,2010,2,2040,"(28.4822,-81.1678)",30,,,,10
Stanton_Energy_Center_B1,gas,203.2,2,2010,2,2040,"(28.4822,-81.1678)",30,,,,10
Millstone_2,nuclear,909.9,12,1975,12,2035,"(41.3107,-72.1677)",60,,,,45
Millstone_3,nuclear,"1,253.00",4,1986,4,2046,"(41.3107,-72.1677)",60,,,,34
Bridgeport_Station_501,gas,375.7,6,2019,6,2049,"(41.1706,-73.1844)",30,,,,1
Bridgeport_Station_502,gas,200.6,6,2019,6,2049,"(41.1706,-73.1844)",30,,,,1
Central_Hudson_High_Falls_1,hydro,3.2,12,1986,12,2026,"(41.828814,-74.131877)",40,,,,34
Navajo_Dam_1,hydro,15,1,1989,1,2029,"(36.8061,-107.6131)",40,,,,31
Navajo_Dam_2,hydro,15,1,1989,1,2029,"(36.8061,-107.6131)",40,,,,31
Drop_1_1,hydro,1.9,11,1984,11,2024,"(32.711611,-114.942666)",40,,,,36
Drop_1_2,hydro,1.9,11,1984,11,2024,"(32.711611,-114.942666)",40,,,,36
Drop_1_3,hydro,1.9,10,1984,10,2024,"(32.711611,-114.942666)",40,,,,36
East_Highline_1,hydro,2.4,9,1984,9,2024,"(32.699451,-115.28245)",40,,,,36
Indian_River_Generating_Station_4,coal,445.5,10,1980,6,2022,"(38.5857,-75.2341)",30,,,,40
Brandon_Shores_2,coal,685.1,5,1991,5,2021,"(39.18,-76.5389)",30,,,,29
Cape_Canaveral_3A,gas,265,4,2013,4,2043,"(28.4698,-80.7644)",30,,,,7
Cape_Canaveral_3B,gas,265,4,2013,4,2043,"(28.4698,-80.7644)",30,,,,7
Cape_Canaveral_3C,gas,265,4,2013,4,2043,"(28.4698,-80.7644)",30,,,,7
Cape_Canaveral_3ST,gas,500,4,2013,4,2043,"(28.4698,-80.7644)",30,,,,7
Fort_Myers_2A,gas,188.2,12,2000,12,2030,"(26.6967,-81.7831)",30,,,,20
Fort_Myers_2B,gas,188.2,12,2000,12,2030,"(26.6967,-81.7831)",30,,,,20
Fort_Myers_2C,gas,188.2,12,2000,12,2030,"(26.6967,-81.7831)",30,,,,20
Fort_Myers_2D,gas,188.2,4,2001,4,2031,"(26.6967,-81.7831)",30,,,,19
Fort_Myers_2E,gas,188.2,5,2001,5,2031,"(26.6967,-81.7831)",30,,,,19
Fort_Myers_2F,gas,188.2,5,2001,5,2031,"(26.6967,-81.7831)",30,,,,19
Fort_Myers_CT1,gas,188.2,6,2003,6,2033,"(26.6967,-81.7831)",30,,,,17
Fort_Myers_CT2,gas,188.2,6,2003,6,2033,"(26.6967,-81.7831)",30,,,,17
Fort_Myers_PFM3C,gas,229.5,12,2016,12,2046,"(26.6967,-81.7831)",30,,,,4
Fort_Myers_PFM3D,gas,229.5,12,2016,12,2046,"(26.6967,-81.7831)",30,,,,4
Lauderdale_6A,gas,229.5,12,2016,12,2046,"(26.0686,-80.1984)",30,,,,4
Lauderdale_6B,gas,229.5,12,2016,12,2046,"(26.0686,-80.1984)",30,,,,4
Lauderdale_6C,gas,229.5,12,2016,12,2046,"(26.0686,-80.1984)",30,,,,4
Lauderdale_6D,gas,229.5,12,2016,12,2046,"(26.0686,-80.1984)",30,,,,4
Lauderdale_6E,gas,229.5,12,2016,12,2046,"(26.0686,-80.1984)",30,,,,4
Lauderdale_7GT1,gas,385.6,6,2022,6,2052,"(26.0686,-80.1984)",30,,,,-2
Lauderdale_7GT2,gas,385.6,6,2022,6,2052,"(26.0686,-80.1984)",30,,,,-2
Lauderdale_ST7,gas,391.8,6,2022,6,2052,"(26.0686,-80.1984)",30,,,,-2
Port_Everglades_5A,gas,296,4,2016,4,2046,"(26.0856,-80.1253)",30,,,,4
