name,facility_type,capacity,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,coordinate,plant_life,incommod,outcommod,,plant age
Denton_Energy_Center_12-Dec,gas,18.8,7,2018,7,2048,"(33.214869,-97.209692)",30,,,,2
Denton_Energy_Center_2-Dec,gas,18.8,7,2018,7,2048,"(33.214869,-97.209692)",30,,,,2
Denton_Energy_Center_3-Dec,gas,18.8,7,2018,7,2048,"(33.214869,-97.209692)",30,,,,2
Denton_Energy_Center_4-Dec,gas,18.8,7,2018,7,2048,"(33.214869,-97.209692)",30,,,,2
Denton_Energy_Center_5-Dec,gas,18.8,7,2018,7,2048,"(33.214869,-97.209692)",30,,,,2
Denton_Energy_Center_6-Dec,gas,18.8,7,2018,7,2048,"(33.214869,-97.209692)",30,,,,2
Denton_Energy_Center_7-Dec,gas,18.8,7,2018,7,2048,"(33.214869,-97.209692)",30,,,,2
Denton_Energy_Center_8-Dec,gas,18.8,7,2018,7,2048,"(33.214869,-97.209692)",30,,,,2
Denton_Energy_Center_9-Dec,gas,18.8,7,2018,7,2048,"(33.214869,-97.209692)",30,,,,2
August_Wind_Farm_AUG,wind,1.8,2,2017,2,2037,"(40.764914,-94.475628)",20,,,,3
Altair_Community_Solar_Garden_ALTA,solar,1,2,2019,2,2044,"(43.924981,-93.485831)",25,,,,1
LA3_West_Baton_Rouge_Solar_Facility_LA3WB,solar,50,9,2020,9,2045,"(30.465105,-91.331855)",25,,,,0
New_Orleans_Solar_Power_Plant_NOSPS,solar,1.1,6,2016,6,2041,"(30.011409,-90.023973)",25,,,,4
Robins_Air_Force_Base_Solar_1,solar,128,4,2021,4,2046,"(32.681222,-83.616387)",25,,,,-1
Blazing_Star_2_Wind_Farm_BLZS2,wind,200,1,2021,1,2041,"(44.445293,-96.35276)",20,,,,-1
Capricornus_Community_Solar_Garden_CAPR,solar,1,1,2019,1,2044,"(45.398742,-94.717433)",25,,,,1
Balm_Solar_PV1,solar,74.4,9,2018,9,2043,"(27.769667,-82.233972)",25,,,,2
Bonnie_Mine_Solar_PV1,solar,37.5,1,2019,1,2044,"(27.89008,-81.98717)",25,,,,1
Grange_Hall_Solar_PV1,solar,61.1,1,2019,1,2044,"(27.681278,-82.164656)",25,,,,1
Lake_Hancock_Solar_PV1,solar,49.5,4,2019,4,2044,"(27.719139,-82.033889)",25,,,,1
"Cougar_Solar,_LLC_COUGR",solar,1.9,12,2017,12,2042,"(35.462405,-79.180654)",25,,,,3
Whirlpool_Corp-Greenville_Wind_Farm_WTG1,wind,1.5,9,2018,9,2038,"(40.131293,-84.609857)",20,,,,2
Whirlpool_Corp-Greenville_Wind_Farm_WTG2,wind,1.5,9,2018,9,2038,"(40.131293,-84.609857)",20,,,,2
Whirlpool_Corp-Greenville_Wind_Farm_WTG3,wind,1.5,9,2018,9,2038,"(40.131293,-84.609857)",20,,,,2
Carrizozo_Solar_PV1,solar,3,3,2018,3,2043,"(33.610306,-105.747825)",25,,,,2
Lithia_Solar_GEN1,solar,74.5,1,2019,1,2044,"(27.753272,-82.164656)",25,,,,1
Payne_Creek_Solar_GEN1,solar,70.3,9,2018,9,2043,"(27.664583,-81.964222)",25,,,,2
Peace_Creek_Solar_GEN,solar,55.4,3,2019,3,2044,"(27.913306,-81.810111)",25,,,,1
Wimauma_Solar_1,solar,74.8,4,2020,4,2045,"(27.736389,-82.271722)",25,,,,0
"Creston_Ridge_II,_LLC_CR2-1",wind,2.3,6,2017,6,2037,"(41.677,-97.391)",20,,,,3
"Creston_Ridge_II,_LLC_CR2-2",wind,2.3,6,2017,6,2037,"(41.677,-97.391)",20,,,,3
"Creston_Ridge_II,_LLC_CR2-3",wind,2.3,6,2017,6,2037,"(41.677,-97.391)",20,,,,3
Scandia_Community_Solar_Garden_SCAND,solar,2.5,7,2018,7,2043,"(45.28718,-92.8125)",25,,,,2
RJC_II_Community_Solar_Garden_RJCII,solar,1,6,2018,6,2043,"(44.138851,-93.257152)",25,,,,2
Betcher_Community_Solar_Garden_BETCH,solar,1,8,2018,8,2043,"(44.392415,-92.595952)",25,,,,2
Sherburne_Community_Solar_PV1,solar,5,3,2018,3,2043,"(45.438123,-94.044166)",25,,,,2
Arkwright_Summit_Wind_Farm_LLC_WT,wind,78.4,8,2018,8,2038,"(42.414911,-79.242681)",20,,,,2
Wildcat_Ranch_Wind_Project_WT,wind,150,12,2018,12,2038,"(33.5296,-102.9619)",20,,,,2
NCSU_CCUP_Cogeneration_Plant_CTG1,gas,5.6,2,2019,2,2049,"(35.775583,-78.673723)",30,,,,1
NCSU_CCUP_Cogeneration_Plant_STG,gas,1,2,2019,2,2049,"(35.775583,-78.673723)",30,,,,1
NCSU_Cates_Cogeneration_Plant_CTG1,gas,5.6,8,2012,8,2042,"(35.784027,-78.674704)",30,,,,8
NCSU_Cates_Cogeneration_Plant_CTG2,gas,5.6,8,2012,8,2042,"(35.784027,-78.674704)",30,,,,8
Perennial_Windfarm_T-1,wind,2.3,7,2018,7,2038,"(40.631872,-97.642708)",20,,,,2
Perennial_Windfarm_T-2,wind,2.3,7,2018,7,2038,"(40.631872,-97.642708)",20,,,,2
Perennial_Windfarm_T-3,wind,2.3,7,2018,7,2038,"(40.631872,-97.642708)",20,,,,2
Pinal_Central_Energy_Center_Hybrid_PCEC,solar,20,4,2018,4,2043,"(32.875697,-111.551111)",25,,,,2
Tatanka_Wi_MMPA,solar,7.1,12,2017,12,2042,"(45.210766,-93.884273)",25,,,,3
Middle_Daisy_10257,solar,5,11,2017,11,2042,"(32.978636,-103.371284)",25,,,,3
USG_1_USG1,solar,1,4,2014,4,2039,"(32.79278,-115.857336)",25,,,,6
USG_2_USG2,solar,1,12,2015,12,2040,"(32.790403,-115.863214)",25,,,,5
Johnson_1_Community_Solar_PV1,solar,1,8,2018,8,2043,"(45.483155,-92.815184)",25,,,,2
North_Gooding_Main_Hydro_NGM1,hydro,1.3,10,2016,10,2056,"(43.0451,-114.5588)",40,,,,4
Grimm_Community_Solar_PV1,solar,1,5,2018,5,2043,"(44.731404,-94.609342)",25,,,,2
Foreman's_Hill_Community_Solar_FOREM,solar,5,7,2018,7,2043,"(44.553337,-92.636857)",25,,,,2
IVC_Solar_IVCS,solar,3,12,2016,12,2041,"(32.83186,-115.506629)",25,,,,4
Buckleberry_Solar_GEN,solar,52.1,11,2018,11,2043,"(35.380683,-77.405992)",25,,,,2
Lockheed_Martin_Solar_SOLAR,solar,1.9,5,2017,5,2042,"(28.539415,-81.216368)",25,,,,3
Johnson_II_Community_Solar_PV1,solar,1,9,2018,9,2043,"(45.491965,-92.854173)",25,,,,2
Twiggs_Solar_TWIGG,solar,204,9,2020,9,2045,"(32.604997,-83.491239)",25,,,,0
Lamesa_II_IVORY,solar,50,11,2018,11,2043,"(32.713326,-101.885218)",25,,,,2
Folsom_SP_and_CSP_Sacramento_FOLSM,solar,1.3,5,2019,5,2044,"(38.687,-121.16)",25,,,,1
Otarre_Solar_Park_OTRRE,solar,1.6,12,2017,12,2042,"(33.9324,-81.0514)",25,,,,3
PowerFin_Kingsbery_PFPKB,solar,2.6,3,2018,3,2043,"(30.265877,-97.684861)",25,,,,2
Seabrook_Solar_GEN1,solar,72.5,12,2019,12,2044,"(32.56445,-80.742047)",25,,,,1
Sikorsky_Aircraft_CHP_PV-1,solar,0.1,6,2010,6,2035,"(41.250009,-73.09865)",25,,,,10
Sikorsky_Aircraft_CHP_STG-1,gas,0.6,1,2021,1,2051,"(41.250009,-73.09865)",30,,,,-1
Sikorsky_Aircraft_CHP_TG-1,gas,9.2,5,2011,5,2041,"(41.250009,-73.09865)",30,,,,9
Aquila_Community_Solar_AQUI,solar,1,3,2019,3,2044,"(45.651056,-95.3401)",25,,,,1
Acturus_Community_Solar_ARCT,solar,1,12,2018,12,2043,"(44.283211,-93.954417)",25,,,,2
Auriga_Community_Solar_AURI,solar,1,12,2018,12,2043,"(43.977875,-95.767356)",25,,,,2
Canopus_Community_Solar_CANO,solar,1,3,2019,3,2044,"(45.428308,-94.823247)",25,,,,1
Sagitta_Community_Solar_SAGI,solar,1,12,2018,12,2043,"(44.948328,-95.386192)",25,,,,2
Libra_Community_Solar_LIBR,solar,1,11,2018,11,2043,"(45.671231,-95.388514)",25,,,,2
Aquarius_Community_Solar_AQUA,solar,1,5,2019,5,2044,"(44.229142,-95.620106)",25,,,,1
Cassiopeia_Community_Solar_CASS,solar,1,3,2019,3,2044,"(45.647342,-95.328661)",25,,,,1
Crux_Community_Solar_CRUX,solar,1,1,2019,1,2044,"(44.04006,-92.69318)",25,,,,1
Leo_Community_Solar_LEO,solar,1,12,2018,12,2043,"(43.978197,-95.850781)",25,,,,2
Deneb_Community_Solar_DENE,solar,1,5,2019,5,2044,"(45.404139,-94.831075)",25,,,,1
Kaus_Community_Solar_KAUS,solar,1,1,2019,1,2044,"(44.050383,-92.961372)",25,,,,1
"IRE_Solar_I,_LLC_SSIRE",solar,1,12,2017,12,2042,"(44.3,-75.5)",25,,,,3
Aerolease_APLEX,solar,1.3,8,2018,8,2043,"(34.189857,-118.451355)",25,,,,2
"CJ_Solar_I,_LLC_LWCJ1",solar,2,8,2018,8,2043,"(44.7,-75.3)",25,,,,2
"COU_Solar_I,_LLC_LECOU",solar,1.5,8,2018,8,2043,"(44.7,-75.3)",25,,,,2
Onyx_-_Saratoga_Springs_Landfill_Solar_CSG_10254,solar,2,11,2017,11,2042,"(43.096874,-73.744855)",25,,,,3
Madison_County_PV1,solar,1.8,8,2017,8,2042,"(43.028289,-75.700978)",25,,,,3
Onyx_-_Pembroke_Landfill_Solar_10244,solar,2.4,12,2017,12,2042,"(42.049906,-70.802417)",25,,,,3
Onyx_-_Brockton_Thatcher_Landfill_Solar_CSG_10238,solar,3.7,11,2017,11,2042,"(42.066369,-70.983446)",25,,,,3
Barrett_Farm_Solar_-_Phase_I_10263,solar,1.7,10,2017,10,2042,"(41.946333,-71.883799)",25,,,,3
Richmond_Solar_Site_2_SRIC2,solar,7.5,12,2018,12,2043,"(39.833452,-84.816212)",25,,,,2
MA_Solar_Storage_1_Hybrid_SCSS1,solar,1.1,3,2018,3,2043,"(42.450729,-71.742627)",25,,,,2
"Solten_Plainville_6000,_LLC_PLAIN",solar,4.9,8,2017,8,2042,"(42.041166,-71.293279)",25,,,,3
Randolph_RAND,solar,3.8,11,2017,11,2042,"(42.177563,-71.077386)",25,,,,3
Haywood_Solar_HWOOD,solar,3,12,2017,12,2042,"(35.5775,-89.286944)",25,,,,3
Seneca_Nation_Cattaraugus_Wind_Turbine_1,wind,1.5,3,2017,3,2037,"(42.5809,-79.1027)",20,,,,3
Hilltopper_Wind_Project_WT1,wind,185,1,2019,1,2039,"(39.952927,-89.310249)",20,,,,1
Woods_Hill_Solar_PV1,solar,20,12,2018,12,2043,"(41.83184,-71.919867)",25,,,,2
Navy_Yard_Peaker_Station_GEN1,gas,2,12,2017,12,2047,"(39.890223,-75.185539)",30,,,,3
Navy_Yard_Peaker_Station_GEN2,gas,2,12,2017,12,2047,"(39.890223,-75.185539)",30,,,,3
Navy_Yard_Peaker_Station_GEN3,gas,2,12,2017,12,2047,"(39.890223,-75.185539)",30,,,,3
Navy_Yard_Peaker_Station_GEN4,gas,2,12,2018,12,2048,"(39.890223,-75.185539)",30,,,,2
GWCC_PV_Solar_Farm_SOLAR,solar,1.6,1,2015,1,2040,"(39.017238,-76.908997)",25,,,,5
Gratis_Road_Solar_Facility_GR01,solar,3,1,2018,1,2043,"(33.844621,-83.697356)",25,,,,2
L'Oreal_Solar_-_Florence_1,solar,1.1,7,2017,7,2042,"(38.987696,-84.608172)",25,,,,3
Aurora_County_Wind_ACSD,wind,20,10,2018,10,2038,"(43.719,-98.752)",20,,,,2
Brule_County_Wind_BCSD,wind,20,10,2018,10,2038,"(43.717,-98.922)",20,,,,2
"Foxtail_Wind,_LLC_1",wind,150,1,2020,1,2040,"(46.098211,-98.880073)",20,,,,0
"Southern_Current_One,_LLC_PRGE1",solar,10.2,12,2017,12,2042,"(32.947262,-81.215942)",25,,,,3
Wistaria_Ranch_Solar_WICA,solar,106.7,12,2018,12,2043,"(32.676,-115.619)",25,,,,2
Rotor_Clip_RCLIP,solar,2.8,12,2018,12,2043,"(40.539051,-74.532375)",25,,,,2
Quincy_II_Solar_Garden_PV1,solar,1.5,5,2018,5,2043,"(39.638409,-104.662508)",25,,,,2
Imboden_Solar_Garden_PV1,solar,1.5,5,2018,5,2043,"(39.786769,-104.583574)",25,,,,2
Imboden_Solar_Garden_PV2,solar,1.5,5,2018,5,2043,"(39.786769,-104.583574)",25,,,,2
SunSelect1_1,gas,3.3,6,2018,6,2048,"(35.096709,-118.602184)",30,,,,2
SunSelect1_2,gas,3.3,6,2018,6,2048,"(35.096709,-118.602184)",30,,,,2
"East_Acres_Solar_NG,_LLC_EA",solar,5.8,4,2017,4,2042,"(42.487476,-73.242331)",25,,,,3
Meadow_Lake_Wind_Farm_VI_LLC_MWLVI,wind,200.4,11,2018,11,2038,"(40.692552,-87.127011)",20,,,,2
Covington_Solar_Farm_CVS1,solar,10,2,2018,2,2043,"(36.31792,-97.58589)",25,,,,2
Sherburne_North_Project_CSG_SHERB,solar,5,7,2018,7,2043,"(45.4978,-94.1143)",25,,,,2
Sunshine_Gateway_Solar_Energy_Center_1,solar,74.5,1,2019,1,2044,"(30.29,-82.75)",25,,,,1
Gore_Mountain_Solar_II_SNWH2,solar,2,9,2016,9,2041,"(43.543378,-73.32307)",25,,,,4
HGS_Solar_I_SNWH1,solar,2,9,2016,9,2041,"(43.543716,-73.325257)",25,,,,4
Miami_Dade_Solar_Energy_Center_1,solar,74.5,1,2019,1,2044,"(25.64,-80.49)",25,,,,1
Pioneer_Trail_Solar_Energy_Center_1,solar,74.5,1,2019,1,2044,"(29.08,-81.1)",25,,,,1
Interstate_Solar_Energy_Center_1,solar,74.5,1,2019,1,2044,"(27.5,-80.44)",25,,,,1
Syncarpha_Hancock_I_CSG_SYNH1,solar,2,11,2017,11,2042,"(42.433031,-73.336092)",25,,,,3
Syncarpha_Hancock_II_CSG_SYNH2,solar,2,11,2017,11,2042,"(42.426866,-73.346996)",25,,,,3
Syncarpha_Hancock_III_CSG_SYNH3,solar,1,11,2017,11,2042,"(42.428054,-73.332624)",25,,,,3
"Palmas_Wind,_LLC_PW",wind,144.9,11,2020,11,2040,"(26.288889,-97.496389)",20,,,,0
"Syncarpha_Still_River,_LLC_CSG_SYNBO",solar,2,12,2016,12,2041,"(42.42075,-71.641533)",25,,,,4
Town_of_Otis_Wind_Energy_Project_OT196,wind,1.5,3,2018,3,2038,"(42.225765,-73.025764)",20,,,,2
"Midway_Wind,_LLC_MIDWY",wind,162.9,8,2019,8,2039,"(27.954976,-97.300202)",20,,,,1
North_301_Solar_N301,solar,20,12,2019,12,2044,"(36.213,-77.624)",25,,,,1
Edenton_Solar_EDE,solar,5,12,2019,12,2044,"(36.054,-76.544)",25,,,,1
Live_Oak_Wind_Project_WTGS,wind,199.5,3,2019,3,2039,"(31.048557,-100.623114)",20,,,,1
Upstream_Wind_Energy_LLC_UWE,wind,202.5,12,2018,12,2038,"(42.184336,-97.964978)",20,,,,2
Camilla_Solar_Energy_Project_CAMSR,solar,171.4,2,2020,2,2045,"(31.26955,-84.228721)",25,,,,0
Bishop_Hill_III_BHIII,wind,119,6,2018,6,2038,"(41.211057,-90.276024)",20,,,,2
Hilltop_Power_WT,wind,2,12,2008,12,2028,"(43.912882,-96.193221)",20,,,,12
"Diamond_Vista_Wind_Project,_LLC_DV",wind,299.3,1,2019,1,2039,"(38.56564,-97.040628)",20,,,,1
"Shaw_Creek_Solar,_LLC_SHAWC",solar,74.9,10,2019,10,2044,"(33.674689,-81.754444)",25,,,,1
Stage_Gulch_Solar_5001,solar,1,4,2018,4,2043,"(38.216841,-122.542866)",25,,,,2
Lavio_Solar_5002,solar,1,4,2018,4,2043,"(38.194599,-122.663388)",25,,,,2
Heyer_CSG_HEYER,solar,1,6,2018,6,2043,"(44.227172,-93.421725)",25,,,,2
Gateway_Solar_GTWYN,solar,5,3,2019,3,2044,"(38.376941,-75.274195)",25,,,,1
Gateway_Solar_GTWYS,solar,2.6,5,2019,5,2044,"(38.376941,-75.274195)",25,,,,1
Prairie_Sky_Solar_Farm_1,solar,1,2,2017,2,2042,"(37.751716,-97.074497)",25,,,,3
Rensselaer_Solar_Site_2_SREN2,solar,4,12,2018,12,2043,"(40.949786,-87.14817)",25,,,,2
DG_AMP_Solar_Smyrna_AMPSM,solar,1.2,7,2018,7,2043,"(39.279702,-75.622424)",25,,,,2
City_of_Rochester_Solar_ROC01,solar,1.8,12,2017,12,2042,"(43.176918,-77.678512)",25,,,,3
DG_AMP_Solar_Piqua_Staunton_AMPPS,solar,1.8,9,2018,9,2043,"(40.140866,-84.23148)",25,,,,2
Hamilton_Solar_Power_Plant_PV1,solar,74.9,12,2018,12,2043,"(30.444324,-83.186935)",25,,,,2
"EGP_Stillwater_Solar_PV_II,_LLC_STWII",solar,20,6,2018,6,2043,"(39.542041,-118.560147)",25,,,,2
Chisum_GEN1,solar,10,12,2018,12,2043,"(33.63291,-95.39071)",25,,,,2
Titan_Solar_PCEC,solar,50,12,2018,12,2043,"(39.68646,-104.01398)",25,,,,2
"Ranchland_Solar,_LLC_RCHLD",solar,60,12,2017,12,2042,"(36.472591,-76.154089)",25,,,,3
Kearsarge_Concord_II_CII,solar,4.5,1,2017,1,2042,"(42.449306,-71.420429)",25,,,,3
Kearsarge_Granby_KSG1,solar,0.5,3,2017,3,2042,"(42.222962,-72.508328)",25,,,,3
Kearsarge_Granby_KSG2,solar,0.5,3,2017,3,2042,"(42.222962,-72.508328)",25,,,,3
Kearsarge_Granby_KSG5,solar,0.5,3,2017,3,2042,"(42.222962,-72.508328)",25,,,,3
Kearsarge_Granby_KSG6,solar,0.5,3,2017,3,2042,"(42.222962,-72.508328)",25,,,,3
Kearsarge_Granby_KSG7,solar,0.5,3,2017,3,2042,"(42.222962,-72.508328)",25,,,,3
IKEA_Oak_Creek_Rooftop_PV_System_PV1,solar,1.2,6,2018,6,2043,"(42.902949,-87.935448)",25,,,,2
Big_Lake_Project_CSG_BIGLA,solar,5,6,2018,6,2043,"(45.334,-93.792)",25,,,,2
DG_AMP_Solar_Brewster_AMPBR,solar,1.9,12,2018,12,2043,"(40.702397,-81.58983)",25,,,,2
IKEA_Conshohocken_Rooftop_PV_System_211,solar,1,2,2013,2,2038,"(40.095176,-75.306372)",25,,,,7
IKEA_New_Haven_Rooftop_PV_&__Fuel_Cell_213PV,solar,0.8,7,2012,7,2037,"(41.295715,-72.91995)",25,,,,8
IKEA_Jacksonville_Rooftop_PV_System_PV1,solar,1.4,11,2017,11,2042,"(30.23,-81.51)",25,,,,3
"Princeton_Energy_Center,_LLC_GT1",gas,4.6,10,2012,10,2042,"(40.339838,-74.62393)",30,,,,8
"Princeton_Energy_Center,_LLC_S1",solar,0.2,12,2012,12,2037,"(40.339838,-74.62393)",25,,,,8
RPUWD_Scheuer_Well_Solar_Project_RPU2,solar,3,6,2018,6,2043,"(34.11193,-117.27326)",25,,,,2
Dignity_-_Siena_Campus_PV1,solar,1.4,5,2018,5,2043,"(36.004293,-115.115305)",25,,,,2
O'Fallon_Renewable_Energy_Center_OREC,solar,4.5,12,2014,12,2039,"(38.826648,-90.678124)",25,,,,6
Dayton_Cutoff_Solar_PGRC3,solar,2.2,12,2017,12,2042,"(45.17,-123.135)",25,,,,3
Valley_Creek_Solar_PGRC6,solar,2.2,12,2017,12,2042,"(45.033,-123.094)",25,,,,3
Silverton_Solar_PGRC7,solar,2.2,12,2017,12,2042,"(45.014,-122.807)",25,,,,3
Sheep_Solar_PGRC8,solar,2.2,12,2017,12,2042,"(44.826,-122.949)",25,,,,3
Colton_Solar_PGRC2,solar,2.2,12,2017,12,2042,"(45.17,-122.473)",25,,,,3
Interstate_Solar_PGRC5,solar,2.2,12,2017,12,2042,"(45.129,-122.899)",25,,,,3
Freedom_Solar_PGRC9,solar,5,12,2017,12,2042,"(34.287,-79.148)",25,,,,3
Soboba_Community_Solar_Project_SCSP1,solar,1,8,2016,8,2041,"(33.767061,-116.905874)",25,,,,4
Soboba_Community_Solar_Project_SCSP2,solar,1,6,2017,6,2042,"(33.767061,-116.905874)",25,,,,3
Grand_Ronde_Solar_PGRC4,solar,2.2,12,2017,12,2042,"(45.054,-123.61)",25,,,,3
"Minco_Wind_IV,_LLC_MIV",wind,130,12,2018,12,2038,"(35.381047,-98.269562)",20,,,,2
Cleveland_Thermal_ST1,gas,0.5,2,2017,2,2047,"(41.5094,-81.682272)",30,,,,3
Cleveland_Thermal_ST2,gas,0.5,2,2017,2,2047,"(41.5094,-81.682272)",30,,,,3
FECC_Solar_Benton_FECC1,solar,1,3,2017,3,2042,"(34.638429,-92.578347)",25,,,,3
"Hope_Farm_Solar,_LLC_HOPE",solar,10,9,2019,9,2044,"(41.7479,-71.5263)",25,,,,1
"Sun_Farm_VI,_LLC_PV1",solar,5,11,2018,11,2043,"(36.114444,-76.507778)",25,,,,2
SeaWorld_Aquatica_10276,solar,1.1,5,2018,5,2043,"(32.586536,-117.004884)",25,,,,2
Brush_Solar_Center_BRUSH,solar,2.8,1,2020,1,2045,"(44.465334,-118.204075)",25,,,,0
Broadalbin_10046,solar,2,4,2018,4,2043,"(43.061306,-74.154885)",25,,,,2
"PYCO_Industries,_Inc._Wind_Farm_WT1",wind,10,5,2008,5,2028,"(33.553184,-101.792412)",20,,,,12
Danville_SO291,solar,6,3,2018,3,2043,"(36.660591,-79.29906)",25,,,,2
Jordanelle_Dam_Hydroelectric_Project_GEN_1,hydro,6.5,7,2008,7,2048,"(40.596605,-111.423589)",40,,,,12
Jordanelle_Dam_Hydroelectric_Project_GEN_2,hydro,6.5,7,2008,7,2048,"(40.596605,-111.423589)",40,,,,12
Baker_City_Solar_BAKER,solar,15,2,2020,2,2045,"(44.702418,-117.763482)",25,,,,0
Morgan_Solar_Center_MORGN,solar,3,5,2020,5,2045,"(43.951376,-117.07478)",25,,,,0
Vale_Solar_Center_VALE,solar,3,8,2020,8,2045,"(44.157874,-117.44434)",25,,,,0
Toray_Plastic_America's_CHP_Plant_CG1,gas,7.5,1,2003,1,2033,"(41.593802,-71.427609)",30,,,,17
Toray_Plastic_America's_CHP_Plant_KG12,gas,5,8,2014,8,2044,"(41.593802,-71.427609)",30,,,,6
Toray_Plastic_America's_CHP_Plant_KG18,gas,7.5,8,2014,8,2044,"(41.593802,-71.427609)",30,,,,6
"Stillwater_Wind,_LLC_WT",wind,79.7,10,2018,10,2038,"(45.86584,-109.476647)",20,,,,2
Ontario_Solar_Center_ONTRO,solar,3,5,2020,5,2045,"(44.112841,-117.028093)",25,,,,0
Dignity_-_San_Martin_PV1,solar,1.7,5,2018,5,2043,"(36.057181,-115.272131)",25,,,,2
Duanesburg_10048,solar,2,4,2018,4,2043,"(42.762173,-74.201552)",25,,,,2
"Dix_Solar,_L.L.C_DIXSL",solar,13,6,2017,6,2042,"(39.977433,-74.621862)",25,,,,3
"Rio_Bravo_Windpower,_LLC_1",wind,237.6,6,2019,6,2039,"(26.649,-99.0387)",20,,,,1
Wildhorse_Mountain_Wind_Facility_1,wind,100,12,2019,12,2039,"(34.591031,-95.191808)",20,,,,1
Bovine_GEN1,solar,10,12,2018,12,2043,"(29.631324,-96.076894)",25,,,,2
Bronson_GEN1,solar,10,12,2018,12,2043,"(29.537482,-95.969548)",25,,,,2
Scenic_Hill_Solar_III_SHS3,solar,5,12,2017,12,2042,"(35.46715,-93.51517)",25,,,,3
"Montevideo_Solar_LLC,_CSG_MONTE",solar,5,1,2019,1,2044,"(44.899475,-95.694192)",25,,,,1
Sterling_Solar_(TX)_GEN1,solar,10,11,2018,11,2043,"(33.166173,-96.172617)",25,,,,2
Lampwick_GEN1,solar,7.5,11,2019,11,2044,"(30.872228,-99.537261)",25,,,,1
Yellow_Jacket_GEN1,solar,5,11,2018,11,2043,"(31.933841,-97.653747)",25,,,,2
Eddy_II_GEN1,solar,10,11,2018,11,2043,"(31.291151,-97.260738)",25,,,,2
Cascade_Solar_(TX)_GEN1,solar,10,4,2019,4,2044,"(29.205355,-96.023384)",25,,,,1
"Persimmon_Creek_Wind_Farm_1,_LLC_PCWF1",wind,198.6,9,2018,9,2038,"(36.174278,-99.349164)",20,,,,2
"Hanover_Solar,_LLC_HAN01",solar,4.9,4,2018,4,2043,"(34.800947,-77.213772)",25,,,,2
John_A_Logan_College_Solar_JALC,solar,1.3,12,2019,12,2044,"(37.750571,-89.085297)",25,,,,1
Bartow_Solar_Energy_LLC_PV,solar,7.3,3,2018,3,2043,"(27.925984,-81.819102)",25,,,,2
Morning_View_GEN1,solar,2,12,2018,12,2043,"(35.546315,-79.742842)",25,,,,2
Copperfield_GEN1,solar,2,12,2018,12,2043,"(35.340067,-79.991158)",25,,,,2
Hopewell_Friends_GEN1,solar,1.3,12,2018,12,2043,"(35.62845,-79.8727)",25,,,,2
Kearney_NPPD_Solar_Project_PV1,solar,5.8,12,2017,12,2042,"(40.721688,-99.041196)",25,,,,3
Staunton_GEN1,solar,4,12,2018,12,2043,"(39.45746,-87.20824)",25,,,,2
Bar_D_GEN1,solar,4,12,2018,12,2043,"(39.923679,-108.462709)",25,,,,2
Fort_Bliss_(DEA_EPIC)_DEPIC,solar,2,7,2018,7,2043,"(31.829986,-106.372861)",25,,,,2
Johnstown_10049,solar,2,4,2018,4,2043,"(42.999179,-74.314787)",25,,,,2
Sholes_Wind_Energy_Center_WSN1,wind,160,11,2019,11,2039,"(42.3119,-97.3647)",20,,,,1
NRG_Chalk_Point_CT_SGT1,gas,94,6,1990,6,2020,"(38.5444,-76.6861)",30,,,,30
BNB_Camden_Solar_BNBHQ,solar,2.2,12,2017,12,2042,"(39.93903,-75.10802)",25,,,,3
BNB_Camden_Solar_BNBSO,solar,1.5,12,2017,12,2042,"(39.93903,-75.10802)",25,,,,3
National_Raisin_CR1,solar,1,10,2015,10,2040,"(36.624512,-119.673088)",25,,,,5
National_Raisin_CR2,solar,1,6,2015,6,2040,"(36.624512,-119.673088)",25,,,,5
National_Raisin_CR3,solar,0.6,10,2015,10,2040,"(36.624512,-119.673088)",25,,,,5
National_Raisin_CR4,solar,0.3,6,2015,6,2040,"(36.624512,-119.673088)",25,,,,5
Toyota_HQ_Plan_TOYHQ,solar,7.7,9,2017,9,2042,"(33.084219,-96.84113)",25,,,,3
Solean_Solar_Project_SOLEA,solar,4,4,2016,4,2041,"(42.086926,-78.448212)",25,,,,4
Lincoln_Ave_Solar_Project_LINC,solar,2,12,2018,12,2043,"(40.78144,-73.083437)",25,,,,2
Blydenburgh_Solar_Project_BLYD,solar,1.5,12,2018,12,2043,"(40.815331,-73.182407)",25,,,,2
Redstone_Arsenal_Hybrid_REDST,solar,10,12,2017,12,2042,"(34.610987,-86.611551)",25,,,,3
Holtsville_Solar_Project_HOLTS,solar,1.2,12,2017,12,2042,"(40.797667,-73.033977)",25,,,,3
Sharon_Springs_10116,solar,2,5,2018,5,2043,"(42.775105,-74.567145)",25,,,,2
Amsterdam_North_10044,solar,2,4,2018,4,2043,"(42.953622,-74.119802)",25,,,,2
Amsterdam_South_10045,solar,2,4,2018,4,2043,"(42.948957,-74.126159)",25,,,,2
Phoebe_Solar_PHOEB,solar,250,11,2019,11,2044,"(31.843422,-102.868295)",25,,,,1
Springfield_Solar_Project_NJLND,solar,7.5,10,2018,10,2043,"(40.032087,-74.647387)",25,,,,2
Ivester_Wind_Farm_WT1,wind,90.8,12,2018,12,2038,"(42.33327,-92.946436)",20,,,,2
Susquehanna_University_Solar_SO829,solar,3,9,2018,9,2043,"(40.795166,-76.882525)",25,,,,2
